0x000000F9,0x000000F9
0x000000FA,0x000000FA
0x000000FB,0x000000FB
0x000000FC,0x000000FC
0x000000FD,0x000000FD
0x000000FE,0x000000FE
0x000000FF,0x000000FF
0x00000100,0x00000100
0x00000101,0x00000101
0x00000102,0x00000102
0x00000103,0x00000103
0x00000104,0x00000104
0x00000105,0x00000105
0x00000106,0x00000106
0x00000107,0x00000107
0x00000108,0x00000108
0x00000109,0x00000109
0x0000010A,0x0000010A
0x0000010B,0x0000010B
0x0000010C,0x0000010C
0x0000010D,0x0000010D
0x0000010E,0x0000010E
0x0000010F,0x0000010F
0x00000110,0x00000110
0x00000111,0x00000111
0x00000112,0x00000112
0x00000113,0x00000113
0x00000114,0x00000114
0x00000115,0x00000115
0x00000116,0x00000116
0x00000117,0x00000117
0x00000118,0x00000118
0x00000119,0x00000119
0x0000011A,0x0000011A
0x0000011B,0x0000011B
0x0000011C,0x0000011C
0x0000011D,0x0000011D
0x0000011E,0x0000011E
0x0000011F,0x0000011F
0x00000120,0x00000120
0x00000121,0x00000121
0x00000122,0x00000122
0x00000123,0x00000123
0x00000124,0x00000124
0x00000125,0x00000125
0x00000126,0x00000126
0x00000127,0x00000127
0x00000128,0x00000128
0x00000129,0x00000129
0x0000012A,0x0000012A
0x0000012B,0x0000012B
0x0000012C,0x0000012C
0x0000012D,0x0000012D
0x0000012E,0x0000012E
0x0000012F,0x0000012F
0x00000130,0x00000130
0x00000131,0x00000131
0x00000132,0x00000132
0x00000133,0x00000133
0x00000134,0x00000134
0x00000135,0x00000135
0x00000136,0x00000136
0x00000137,0x00000137
0x00000138,0x00000138
0x00000139,0x00000139
0x0000013A,0x0000013A
0x0000013B,0x0000013B
0x0000013C,0x0000013C
0x0000013D,0x0000013D
0x0000013E,0x0000013E
0x0000013F,0x0000013F
0x00000140,0x00000140
0x00000141,0x00000141
0x00000142,0x00000142
0x00000143,0x00000143
0x00000144,0x00000144
0x00000145,0x00000145
0x00000146,0x00000146
0x00000147,0x00000147
0x00000148,0x00000148
0x00000149,0x00000149
0x0000014A,0x0000014A
0x0000014B,0x0000014B
0x0000014C,0x0000014C
0x0000014D,0x0000014D
0x0000014E,0x0000014E
0x0000014F,0x0000014F
0x00000150,0x00000150
0x00000151,0x00000151
0x00000152,0x00000152
0x00000153,0x00000153
0x00000154,0x00000154
0x00000155,0x00000155
0x00000156,0x00000156
0x00000157,0x00000157
0x00000158,0x00000158
0x00000159,0x00000159
0x0000015A,0x0000015A
0x0000015B,0x0000015B
0x0000015C,0x0000015C
0x0000015D,0x0000015D
0x0000015E,0x0000015E
0x0000015F,0x0000015F
0x00000160,0x00000160
0x00000161,0x00000161
0x00000162,0x00000162
0x00000163,0x00000163
0x00000164,0x00000164
0x00000165,0x00000165
0x00000166,0x00000166
0x00000167,0x00000167
0x00000168,0x00000168
0x00000169,0x00000169
0x0000016A,0x0000016A
0x0000016B,0x0000016B
0x0000016C,0x0000016C
0x0000016D,0x0000016D
0x0000016E,0x0000016E
0x0000016F,0x0000016F
0x00000170,0x00000170
0x00000171,0x00000171
0x00000172,0x00000172
0x00000173,0x00000173
0x00000174,0x00000174
0x00000175,0x00000175
0x00000176,0x00000176
0x00000177,0x00000177
0x00000178,0x00000178
0x00000179,0x00000179
0x0000017A,0x0000017A
0x0000017B,0x0000017B
0x0000017C,0x0000017C
0x0000017D,0x0000017D
0x0000017E,0x0000017E
0x0000017F,0x0000017F
0x00000180,0x00000180
0x00000181,0x00000181
0x00000182,0x00000182
0x00000183,0x00000183
0x00000184,0x00000184
0x00000185,0x00000185
0x00000186,0x00000186
0x00000187,0x00000187
0x00000188,0x00000188
0x00000189,0x00000189
0x0000018A,0x0000018A
0x0000018B,0x0000018B
0x0000018C,0x0000018C
0x0000018D,0x0000018D
0x0000018E,0x0000018E
0x0000018F,0x0000018F
0x00000190,0x00000190
0x00000191,0x00000191
0x00000192,0x00000192
0x00000193,0x00000193
0x00000194,0x00000194
0x00000195,0x00000195
0x00000196,0x00000196
0x00000197,0x00000197
0x00000198,0x00000198
0x00000199,0x00000199
0x0000019A,0x0000019A
0x0000019B,0x0000019B
0x0000019C,0x0000019C
0x0000019D,0x0000019D
0x0000019E,0x0000019E
0x0000019F,0x0000019F
0x000001A0,0x000001A0
0x000001A1,0x000001A1
0x000001A2,0x000001A2
0x000001A3,0x000001A3
0x000001A4,0x000001A4
0x000001A5,ai\ai_dialogue_globals
0x000001A6,0x000001A6
0x000001A7,0x000001A7
0x000001A8,0x000001A8
0x000001A9,0x000001A9
0x000001AA,0x000001AA
0x000001AB,0x000001AB
0x000001AC,objects\weapons\grenade\frag_grenade\frag_grenade
0x000001AD,0x000001AD
0x000001AE,0x000001AE
0x000001AF,0x000001AF
0x000001B0,0x000001B0
0x000001B1,0x000001B1
0x000001B2,0x000001B2
0x000001B3,0x000001B3
0x000001B4,0x000001B4
0x000001B5,0x000001B5
0x000001B6,0x000001B6
0x000001B7,0x000001B7
0x000001B8,0x000001B8
0x000001B9,0x000001B9
0x000001BA,0x000001BA
0x000001BB,0x000001BB
0x000001BC,0x000001BC
0x000001BD,0x000001BD
0x000001BE,0x000001BE
0x000001BF,0x000001BF
0x000001C0,0x000001C0
0x000001C1,0x000001C1
0x000001C2,0x000001C2
0x000001C3,0x000001C3
0x000001C4,0x000001C4
0x000001C5,0x000001C5
0x000001C6,0x000001C6
0x000001C7,0x000001C7
0x000001C8,0x000001C8
0x000001C9,0x000001C9
0x000001CA,0x000001CA
0x000001CB,0x000001CB
0x000001CC,0x000001CC
0x000001CD,0x000001CD
0x000001CE,0x000001CE
0x000001CF,0x000001CF
0x000001D0,0x000001D0
0x000001D1,0x000001D1
0x000001D2,0x000001D2
0x000001D3,0x000001D3
0x000001D4,0x000001D4
0x000001D5,0x000001D5
0x000001D6,0x000001D6
0x000001D7,0x000001D7
0x000001D8,0x000001D8
0x000001D9,0x000001D9
0x000001DA,0x000001DA
0x000001DB,0x000001DB
0x000001DC,0x000001DC
0x000001DD,0x000001DD
0x000001DE,0x000001DE
0x000001DF,0x000001DF
0x000001E0,0x000001E0
0x000001E1,0x000001E1
0x000001E2,0x000001E2
0x000001E3,0x000001E3
0x000001E4,0x000001E4
0x000001E5,0x000001E5
0x000001E6,0x000001E6
0x000001E7,0x000001E7
0x000001E8,0x000001E8
0x000001E9,0x000001E9
0x000001EA,0x000001EA
0x000001EB,0x000001EB
0x000001EC,0x000001EC
0x000001ED,0x000001ED
0x000001EE,0x000001EE
0x000001EF,0x000001EF
0x000001F0,0x000001F0
0x000001F1,0x000001F1
0x000001F2,0x000001F2
0x000001F3,0x000001F3
0x000001F4,0x000001F4
0x000001F5,0x000001F5
0x000001F6,0x000001F6
0x000001F7,0x000001F7
0x000001F8,0x000001F8
0x000001F9,0x000001F9
0x000001FA,0x000001FA
0x000001FB,0x000001FB
0x000001FC,0x000001FC
0x000001FD,0x000001FD
0x000001FE,0x000001FE
0x000001FF,0x000001FF
0x00000200,0x00000200
0x00000201,0x00000201
0x00000202,0x00000202
0x00000203,0x00000203
0x00000204,0x00000204
0x00000205,0x00000205
0x00000206,0x00000206
0x00000207,0x00000207
0x00000208,0x00000208
0x00000209,0x00000209
0x0000020A,0x0000020A
0x0000020B,0x0000020B
0x0000020C,0x0000020C
0x0000020D,0x0000020D
0x0000020E,0x0000020E
0x0000020F,0x0000020F
0x00000210,0x00000210
0x00000211,0x00000211
0x00000212,0x00000212
0x00000213,0x00000213
0x00000214,0x00000214
0x00000215,0x00000215
0x00000216,0x00000216
0x00000217,0x00000217
0x00000218,0x00000218
0x00000219,0x00000219
0x0000021A,0x0000021A
0x0000021B,0x0000021B
0x0000021C,0x0000021C
0x0000021D,0x0000021D
0x0000021E,0x0000021E
0x0000021F,0x0000021F
0x00000220,0x00000220
0x00000221,0x00000221
0x00000222,0x00000222
0x00000223,0x00000223
0x00000224,0x00000224
0x00000225,0x00000225
0x00000226,0x00000226
0x00000227,0x00000227
0x00000228,0x00000228
0x00000229,0x00000229
0x0000022A,0x0000022A
0x0000022B,0x0000022B
0x0000022C,0x0000022C
0x0000022D,0x0000022D
0x0000022E,0x0000022E
0x0000022F,0x0000022F
0x00000230,0x00000230
0x00000231,0x00000231
0x00000232,0x00000232
0x00000233,0x00000233
0x00000234,0x00000234
0x00000235,0x00000235
0x00000236,0x00000236
0x00000237,0x00000237
0x00000238,0x00000238
0x00000239,0x00000239
0x0000023A,0x0000023A
0x0000023B,0x0000023B
0x0000023C,0x0000023C
0x0000023D,0x0000023D
0x0000023E,0x0000023E
0x0000023F,0x0000023F
0x00000240,0x00000240
0x00000241,0x00000241
0x00000242,0x00000242
0x00000243,0x00000243
0x00000244,0x00000244
0x00000245,0x00000245
0x00000246,0x00000246
0x00000247,0x00000247
0x00000248,0x00000248
0x00000249,0x00000249
0x0000024A,0x0000024A
0x0000024B,0x0000024B
0x0000024C,0x0000024C
0x0000024D,0x0000024D
0x0000024E,0x0000024E
0x0000024F,0x0000024F
0x00000250,0x00000250
0x00000251,0x00000251
0x00000252,0x00000252
0x00000253,0x00000253
0x00000254,0x00000254
0x00000255,0x00000255
0x00000256,0x00000256
0x00000257,0x00000257
0x00000258,0x00000258
0x00000259,0x00000259
0x0000025A,0x0000025A
0x0000025B,0x0000025B
0x0000025C,0x0000025C
0x0000025D,0x0000025D
0x0000025E,0x0000025E
0x0000025F,0x0000025F
0x00000260,0x00000260
0x00000261,0x00000261
0x00000262,0x00000262
0x00000263,0x00000263
0x00000264,0x00000264
0x00000265,0x00000265
0x00000266,0x00000266
0x00000267,0x00000267
0x00000268,0x00000268
0x00000269,0x00000269
0x0000026A,0x0000026A
0x0000026B,0x0000026B
0x0000026C,0x0000026C
0x0000026D,0x0000026D
0x0000026E,0x0000026E
0x0000026F,0x0000026F
0x00000270,0x00000270
0x00000271,0x00000271
0x00000272,0x00000272
0x00000273,0x00000273
0x00000274,0x00000274
0x00000275,0x00000275
0x00000276,0x00000276
0x00000277,0x00000277
0x00000278,0x00000278
0x00000279,0x00000279
0x0000027A,0x0000027A
0x0000027B,0x0000027B
0x0000027C,0x0000027C
0x0000027D,0x0000027D
0x0000027E,0x0000027E
0x0000027F,0x0000027F
0x00000280,0x00000280
0x00000281,0x00000281
0x00000282,0x00000282
0x00000283,0x00000283
0x00000284,0x00000284
0x00000285,0x00000285
0x00000286,0x00000286
0x00000287,0x00000287
0x00000288,0x00000288
0x00000289,0x00000289
0x0000028A,0x0000028A
0x0000028B,0x0000028B
0x0000028C,0x0000028C
0x0000028D,0x0000028D
0x0000028E,0x0000028E
0x0000028F,0x0000028F
0x00000290,0x00000290
0x00000291,0x00000291
0x00000292,0x00000292
0x00000293,0x00000293
0x00000294,0x00000294
0x00000295,0x00000295
0x00000296,0x00000296
0x00000297,0x00000297
0x00000298,0x00000298
0x00000299,0x00000299
0x0000029A,0x0000029A
0x0000029B,0x0000029B
0x0000029C,0x0000029C
0x0000029D,0x0000029D
0x0000029E,0x0000029E
0x0000029F,0x0000029F
0x000002A0,0x000002A0
0x000002A1,0x000002A1
0x000002A2,0x000002A2
0x000002A3,0x000002A3
0x000002A4,0x000002A4
0x000002A5,0x000002A5
0x000002A6,0x000002A6
0x000002A7,0x000002A7
0x000002A8,0x000002A8
0x000002A9,0x000002A9
0x000002AA,0x000002AA
0x000002AB,0x000002AB
0x000002AC,0x000002AC
0x000002AD,0x000002AD
0x000002AE,0x000002AE
0x000002AF,0x000002AF
0x000002B0,0x000002B0
0x000002B1,0x000002B1
0x000002B2,0x000002B2
0x000002B3,0x000002B3
0x000002B4,0x000002B4
0x000002B5,0x000002B5
0x000002B6,0x000002B6
0x000002B7,0x000002B7
0x000002B8,0x000002B8
0x000002B9,0x000002B9
0x000002BA,0x000002BA
0x000002BB,0x000002BB
0x000002BC,0x000002BC
0x000002BD,0x000002BD
0x000002BE,0x000002BE
0x000002BF,0x000002BF
0x000002C0,0x000002C0
0x000002C1,0x000002C1
0x000002C2,0x000002C2
0x000002C3,0x000002C3
0x000002C4,0x000002C4
0x000002C5,0x000002C5
0x000002C6,0x000002C6
0x000002C7,0x000002C7
0x000002C8,0x000002C8
0x000002C9,sound\dsp_effects\sound_effect_templates\global_speaker_chorus
0x000002CA,0x000002CA
0x000002CB,0x000002CB
0x000002CC,0x000002CC
0x000002CD,0x000002CD
0x000002CE,0x000002CE
0x000002CF,0x000002CF
0x000002D0,0x000002D0
0x000002D1,0x000002D1
0x000002D2,0x000002D2
0x000002D3,0x000002D3
0x000002D4,0x000002D4
0x000002D5,0x000002D5
0x000002D6,0x000002D6
0x000002D7,0x000002D7
0x000002D8,0x000002D8
0x000002D9,0x000002D9
0x000002DA,0x000002DA
0x000002DB,0x000002DB
0x000002DC,0x000002DC
0x000002DD,0x000002DD
0x000002DE,0x000002DE
0x000002DF,0x000002DF
0x000002E0,0x000002E0
0x000002E1,0x000002E1
0x000002E2,0x000002E2
0x000002E3,0x000002E3
0x000002E4,0x000002E4
0x000002E5,0x000002E5
0x000002E6,0x000002E6
0x000002E7,0x000002E7
0x000002E8,0x000002E8
0x000002E9,0x000002E9
0x000002EA,0x000002EA
0x000002EB,0x000002EB
0x000002EC,0x000002EC
0x000002ED,0x000002ED
0x000002EE,0x000002EE
0x000002EF,0x000002EF
0x000002F0,0x000002F0
0x000002F1,0x000002F1
0x000002F2,0x000002F2
0x000002F3,0x000002F3
0x000002F4,0x000002F4
0x000002F5,0x000002F5
0x000002F6,0x000002F6
0x000002F7,0x000002F7
0x000002F8,0x000002F8
0x000002F9,0x000002F9
0x000002FA,0x000002FA
0x000002FB,0x000002FB
0x000002FC,0x000002FC
0x000002FD,0x000002FD
0x000002FE,0x000002FE
0x000002FF,0x000002FF
0x00000300,0x00000300
0x00000301,0x00000301
0x00000302,0x00000302
0x00000303,0x00000303
0x00000304,0x00000304
0x00000305,0x00000305
0x00000306,0x00000306
0x00000307,0x00000307
0x00000308,0x00000308
0x00000309,0x00000309
0x0000030A,0x0000030A
0x0000030B,0x0000030B
0x0000030C,0x0000030C
0x0000030D,0x0000030D
0x0000030E,0x0000030E
0x0000030F,0x0000030F
0x00000310,0x00000310
0x00000311,0x00000311
0x00000312,0x00000312
0x00000313,0x00000313
0x00000314,0x00000314
0x00000315,0x00000315
0x00000316,0x00000316
0x00000317,0x00000317
0x00000318,0x00000318
0x00000319,0x00000319
0x0000031A,0x0000031A
0x0000031B,0x0000031B
0x0000031C,0x0000031C
0x0000031D,0x0000031D
0x0000031E,0x0000031E
0x0000031F,0x0000031F
0x00000320,0x00000320
0x00000321,0x00000321
0x00000322,0x00000322
0x00000323,0x00000323
0x00000324,0x00000324
0x00000325,0x00000325
0x00000326,0x00000326
0x00000327,0x00000327
0x00000328,0x00000328
0x00000329,0x00000329
0x0000032A,0x0000032A
0x0000032B,0x0000032B
0x0000032C,0x0000032C
0x0000032D,0x0000032D
0x0000032E,0x0000032E
0x0000032F,0x0000032F
0x00000330,0x00000330
0x00000331,0x00000331
0x00000332,0x00000332
0x00000333,0x00000333
0x00000334,0x00000334
0x00000335,objects\weapons\grenade\frag_grenade\frag_grenade_equipment
0x00000336,0x00000336
0x00000337,objects\weapons\grenade\frag_grenade\damage_effects\frag_grenade_equipment_explosion
0x00000338,objects\weapons\grenade\frag_grenade\fx\airborne_detonation
0x00000339,0x00000339
0x0000033A,objects\weapons\grenade\frag_grenade\frag_grenade
0x0000033B,0x0000033B
0x0000033C,0x0000033C
0x0000033D,objects\weapons\lod\lod_frag_grenade\lod_frag_grenade
0x0000033E,0x0000033E
0x0000033F,shaders\shader
0x00000340,0x00000340
0x00000341,0x00000341
0x00000342,0x00000342
0x00000343,shaders\default_bitmaps\bitmaps\default_detail
0x00000344,0x00000344
0x00000345,0x00000345
0x00000346,0x00000346
0x00000347,0x00000347
0x00000348,0x00000348
0x00000349,0x00000349
0x0000034A,0x0000034A
0x0000034B,0x0000034B
0x0000034C,0x0000034C
0x0000034D,0x0000034D
0x0000034E,0x0000034E
0x0000034F,0x0000034F
0x00000350,0x00000350
0x00000351,0x00000351
0x00000352,0x00000352
0x00000353,0x00000353
0x00000354,0x00000354
0x00000355,0x00000355
0x00000356,0x00000356
0x00000357,0x00000357
0x00000358,0x00000358
0x00000359,0x00000359
0x0000035A,0x0000035A
0x0000035B,0x0000035B
0x0000035C,0x0000035C
0x0000035D,0x0000035D
0x0000035E,0x0000035E
0x0000035F,0x0000035F
0x00000360,0x00000360
0x00000361,0x00000361
0x00000362,0x00000362
0x00000363,0x00000363
0x00000364,0x00000364
0x00000365,0x00000365
0x00000366,0x00000366
0x00000367,0x00000367
0x00000368,0x00000368
0x00000369,0x00000369
0x0000036A,0x0000036A
0x0000036B,0x0000036B
0x0000036C,0x0000036C
0x0000036D,0x0000036D
0x0000036E,0x0000036E
0x0000036F,0x0000036F
0x00000370,0x00000370
0x00000371,0x00000371
0x00000372,0x00000372
0x00000373,0x00000373
0x00000374,0x00000374
0x00000375,0x00000375
0x00000376,0x00000376
0x00000377,0x00000377
0x00000378,0x00000378
0x00000379,0x00000379
0x0000037A,0x0000037A
0x0000037B,0x0000037B
0x0000037C,0x0000037C
0x0000037D,0x0000037D
0x0000037E,0x0000037E
0x0000037F,0x0000037F
0x00000380,0x00000380
0x00000381,0x00000381
0x00000382,0x00000382
0x00000383,0x00000383
0x00000384,0x00000384
0x00000385,0x00000385
0x00000386,0x00000386
0x00000387,0x00000387
0x00000388,0x00000388
0x00000389,0x00000389
0x0000038A,0x0000038A
0x0000038B,0x0000038B
0x0000038C,0x0000038C
0x0000038D,0x0000038D
0x0000038E,0x0000038E
0x0000038F,0x0000038F
0x00000390,0x00000390
0x00000391,0x00000391
0x00000392,0x00000392
0x00000393,0x00000393
0x00000394,0x00000394
0x00000395,0x00000395
0x00000396,0x00000396
0x00000397,0x00000397
0x00000398,0x00000398
0x00000399,0x00000399
0x0000039A,0x0000039A
0x0000039B,0x0000039B
0x0000039C,0x0000039C
0x0000039D,0x0000039D
0x0000039E,0x0000039E
0x0000039F,0x0000039F
0x000003A0,0x000003A0
0x000003A1,0x000003A1
0x000003A2,0x000003A2
0x000003A3,0x000003A3
0x000003A4,0x000003A4
0x000003A5,0x000003A5
0x000003A6,0x000003A6
0x000003A7,0x000003A7
0x000003A8,0x000003A8
0x000003A9,0x000003A9
0x000003AA,0x000003AA
0x000003AB,0x000003AB
0x000003AC,0x000003AC
0x000003AD,0x000003AD
0x000003AE,0x000003AE
0x000003AF,0x000003AF
0x000003B0,0x000003B0
0x000003B1,0x000003B1
0x000003B2,0x000003B2
0x000003B3,0x000003B3
0x000003B4,0x000003B4
0x000003B5,0x000003B5
0x000003B6,0x000003B6
0x000003B7,0x000003B7
0x000003B8,0x000003B8
0x000003B9,0x000003B9
0x000003BA,0x000003BA
0x000003BB,0x000003BB
0x000003BC,0x000003BC
0x000003BD,0x000003BD
0x000003BE,0x000003BE
0x000003BF,0x000003BF
0x000003C0,0x000003C0
0x000003C1,0x000003C1
0x000003C2,0x000003C2
0x000003C3,0x000003C3
0x000003C4,0x000003C4
0x000003C5,0x000003C5
0x000003C6,0x000003C6
0x000003C7,0x000003C7
0x000003C8,0x000003C8
0x000003C9,0x000003C9
0x000003CA,0x000003CA
0x000003CB,0x000003CB
0x000003CC,0x000003CC
0x000003CD,0x000003CD
0x000003CE,0x000003CE
0x000003CF,0x000003CF
0x000003D0,0x000003D0
0x000003D1,0x000003D1
0x000003D2,0x000003D2
0x000003D3,0x000003D3
0x000003D4,0x000003D4
0x000003D5,0x000003D5
0x000003D6,0x000003D6
0x000003D7,0x000003D7
0x000003D8,0x000003D8
0x000003D9,0x000003D9
0x000003DA,0x000003DA
0x000003DB,0x000003DB
0x000003DC,0x000003DC
0x000003DD,0x000003DD
0x000003DE,0x000003DE
0x000003DF,0x000003DF
0x000003E0,0x000003E0
0x000003E1,0x000003E1
0x000003E2,0x000003E2
0x000003E3,0x000003E3
0x000003E4,0x000003E4
0x000003E5,0x000003E5
0x000003E6,0x000003E6
0x000003E7,0x000003E7
0x000003E8,0x000003E8
0x000003E9,0x000003E9
0x000003EA,0x000003EA
0x000003EB,0x000003EB
0x000003EC,0x000003EC
0x000003ED,0x000003ED
0x000003EE,0x000003EE
0x000003EF,0x000003EF
0x000003F0,0x000003F0
0x000003F1,0x000003F1
0x000003F2,0x000003F2
0x000003F3,0x000003F3
0x000003F4,0x000003F4
0x000003F5,0x000003F5
0x000003F6,0x000003F6
0x000003F7,0x000003F7
0x000003F8,0x000003F8
0x000003F9,0x000003F9
0x000003FA,0x000003FA
0x000003FB,0x000003FB
0x000003FC,0x000003FC
0x000003FD,0x000003FD
0x000003FE,0x000003FE
0x000003FF,0x000003FF
0x00000400,0x00000400
0x00000401,0x00000401
0x00000402,0x00000402
0x00000403,0x00000403
0x00000404,0x00000404
0x00000405,0x00000405
0x00000406,0x00000406
0x00000407,0x00000407
0x00000408,0x00000408
0x00000409,0x00000409
0x0000040A,0x0000040A
0x0000040B,0x0000040B
0x0000040C,0x0000040C
0x0000040D,0x0000040D
0x0000040E,0x0000040E
0x0000040F,0x0000040F
0x00000410,0x00000410
0x00000411,0x00000411
0x00000412,0x00000412
0x00000413,0x00000413
0x00000414,0x00000414
0x00000415,0x00000415
