0x00000000,global_tags
0x000001B8,objects\weapons\grenade\firebomb_grenade\firebomb_grenade
0x000001B9,objects\weapons\grenade\firebomb_grenade\projectiles\firebomb_grenade
0x000001BA,ui\hud
0x000001BB,ui\editor
0x000001BC,ui\dialog
0x000001BD,rasterizer\plasma_noise
0x000001BE,ui\main_menu
0x000001BF,ui\multiplayer
0x000001C0,ui\chud\globals
0x000001C1,ui\global_strings\damage_strings
0x000001C2,hf2p\strings\main_strings
0x000001C3,hf2p\strings\settings_strings
0x000001C4,hf2p\strings\lobby_strings
0x000001C5,hf2p\strings\emblem_editor_strings
0x000001C6,hf2p\strings\carousel_strings
0x000001C7,hf2p\strings\consumable_strings
0x000001C8,hf2p\strings\weapon_strings
0x000001C9,hf2p\strings\ingame_strings
0x000001CA,hf2p\strings\armor_strings
0x000001CB,hf2p\strings\message_strings
0x000001CC,hf2p\strings\buy_strings
0x000001CD,hf2p\strings\game_mode_strings
0x000001CE,hf2p\strings\map_strings
0x000001CF,hf2p\strings\loading_strings
0x000001D0,hf2p\strings\tip_strings
0x000001D1,hf2p\strings\level_strings
0x000001D2,hf2p\strings\profile_strings
0x000001D3,hf2p\strings\class_strings
0x000001D4,hf2p\strings\manufacturer_strings
0x000001D5,hf2p\strings\medal_strings
0x000001D6,hf2p\strings\playlist_strings
0x000001D7,hf2p\strings\damage_reporting_type_strings
0x000001D8,hf2p\strings\challenge_strings
0x000001D9,hf2p\strings\career_strings
0x000001DA,hf2p\strings\mod_strings
0x000001DB,objects\characters\masterchief\fx\coop_teleport
0x000001DC,sound\weapons\battle_rifle\flashlight
0x000001DD,globals\damage_responses\default
0x000001DE,objects\characters\masterchief\mp_masterchief\fp\fp
0x000001DF,objects\characters\masterchief\mp_masterchief\fp_body\fp_body
0x000001E0,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000001E1,sound\game_sfx\ui\binoculars\binocs_in_click
0x000001E2,sound\game_sfx\ui\binoculars\binocs_out_click
0x000001E3,objects\characters\elite\mp_elite\fp_arms\fp_arms
0x000001E4,objects\characters\elite\mp_elite\fp_body\fp_body
0x000001E5,objects\characters\elite\mp_elite\mp_elite
0x000001E6,objects\characters\masterchief\mp_masterchief\mp_masterchief_ui
0x000001E7,objects\characters\elite\mp_elite\mp_elite_ui
0x000001E8,objects\characters\masterchief\mp_masterchief\mp_masterchief_manikin
0x000001E9,objects\characters\elite\mp_elite\mp_elite_manikin
0x000001EA,objects\characters\masterchief\mp_masterchief\mp_masterchief_podium
0x000001EB,objects\characters\elite\mp_elite\mp_elite_podium
0x000001EC,globals\falling
0x000001ED,globals\collision_damage\landing_soft
0x000001EE,globals\collision_damage\landing_hard
0x000001EF,globals\hs_damage
0x000001F0,globals\distance
0x000001F1,sound\materials\liquid\water_med
0x000001F2,sound\materials\liquid\water_large
0x000001F3,sound\materials\liquid\vehicle_water_looping\vehicle_water_looping
0x000001F4,fx\material_effects\materials\liquid\liquid
0x000001F5,fx\water\default_small
0x000001F6,fx\water\default_medium
0x000001F7,fx\water\default_large
0x000001F8,sound\materials\soft\soft_organic_cloth\cloth_hits
0x000001F9,sound\materials\soft\soft_organic_cloth\cloth_hits_med
0x000001FA,sound\materials\soft\soft_organic_cloth\cloth_looping\cloth_looping
0x000001FB,fx\material_effects\materials\soft\soft_organic_cloth
0x000001FC,sound\materials\soft\organic_flesh\melee_impact
0x000001FD,sound\materials\soft\soft_organic_plant\soft_organic_plant_hits_actor
0x000001FE,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic
0x000001FF,sound\materials\soft\soft_organic_plant\soft_organic_plant_hits_actee
0x00000200,fx\material_effects\materials\soft\soft_organic_plant
0x00000201,sound\materials\hard\metal_thick\metal_thick_med
0x00000202,sound\materials\soft\terrain_snow\snow_small
0x00000203,sound\materials\soft\terrain_snow\snow_medium
0x00000204,sound\materials\soft\terrain_snow\snow_large
0x00000205,sound\materials\soft\terrain_snow\snow_looping\snow_looping
0x00000206,fx\material_effects\materials\soft\terrain_snow
0x00000207,sound\materials\tough\terrain_dirt\dirt_small
0x00000208,sound\materials\tough\terrain_dirt\dirt_med
0x00000209,sound\materials\tough\terrain_dirt\dirt_large
0x0000020A,sound\materials\tough\terrain_dirt\dirt_looping\dirt_looping
0x0000020B,fx\material_effects\materials\tough\terrain_dirt
0x0000020C,sound\materials\tough\rubber\rubber_small
0x0000020D,sound\materials\tough\rubber\rubber_med
0x0000020E,sound\materials\tough\plastic_looping\plastic_looping
0x0000020F,fx\material_effects\materials\tough\inorganic_rubber
0x00000210,sound\materials\havok\tire\tire_hits
0x00000211,fx\material_effects\materials\tough\inorganic_rubber_hum_tire
0x00000212,fx\material_effects\materials\tough\inorganic_plastic
0x00000213,sound\materials\tough\squish_hits
0x00000214,fx\material_effects\materials\tough\tough_floodflesh
0x00000215,sound\materials\tough\organic_wood\wood_small
0x00000216,sound\materials\tough\organic_wood\wood_med
0x00000217,fx\material_effects\materials\tough\organic_wood
0x00000218,sound\materials\tough\terrain_grass\grass_small
0x00000219,sound\materials\tough\terrain_grass\grass_med
0x0000021A,sound\materials\tough\terrain_grass\grass_looping\grass_looping
0x0000021B,sound\materials\tough\terrain_mud\mud_small
0x0000021C,sound\materials\tough\terrain_mud\mud_med
0x0000021D,sound\materials\tough\terrain_mud\mud_looping\mud_looping
0x0000021E,sound\materials\tough\terrain_gravel\gravel_small
0x0000021F,sound\materials\tough\terrain_gravel\gravel_med
0x00000220,sound\materials\tough\terrain_gravel\gravel_looping\gravel_looping
0x00000221,sound\materials\tough\terrain_sand\sand_small
0x00000222,sound\materials\tough\terrain_sand\sand_med
0x00000223,sound\materials\tough\terrain_sand\sand_looping\sand_looping
0x00000224,sound\materials\hard\terrain_stone\stone_small
0x00000225,sound\materials\hard\terrain_stone\stone_med
0x00000226,sound\materials\hard\metal_solid\metal_solid_large
0x00000227,sound\materials\hard\terrain_stone\stone_looping\stone_looping
0x00000228,fx\material_effects\materials\hard\terrain_stone
0x00000229,sound\materials\hard\metal_thin\metal_thin_small
0x0000022A,sound\materials\hard\metal_thin\metal_thin_med_h3
0x0000022B,sound\materials\hard\metal_thin\metal_thin_large
0x0000022C,sound\materials\hard\metal_thin\metal_thin_looping\metal_thin_looping
0x0000022D,fx\material_effects\materials\hard\metal_thin
0x0000022E,sound\materials\hard\metal_thin\human_weap_melee
0x0000022F,sound\materials\hard\metal_thick\vehicle_hit_human
0x00000230,sound\materials\hard\metal_thin\metal_thin_cov_small
0x00000231,sound\materials\hard\metal_thin\metal_thin_cov_elite_small
0x00000232,sound\materials\hard\metal_thin\metal_thin_cov_elite_small_looping\metal_thin_cov_elite_small_looping
0x00000233,fx\material_effects\materials\hard\metal_thin_cov_elite
0x00000234,sound\materials\hard\metal_thin\cov_weap_melee
0x00000235,sound\materials\hard\metal_thick\metal_thick_small
0x00000236,sound\materials\hard\metal_thick\metal_thick_looping\metal_thick_looping
0x00000237,fx\material_effects\materials\hard\metal_thick
0x00000238,fx\material_effects\materials\hard\hard_metal_thick_hum_scorpion_tread
0x00000239,fx\material_effects\materials\hard\metal_thick_cov
0x0000023A,sound\materials\hard\metal_thick\hard_metal_thick_cov_hunter
0x0000023B,sound\materials\hard\metal_thick\hit_ghost_small
0x0000023C,sound\materials\hard\metal_thick\hit_ghost
0x0000023D,sound\materials\hard\metal_thick\metal_thick_for_small
0x0000023E,sound\materials\hard\metal_thick\metal_thick_for_small_looping\metal_thick_for_small_looping
0x0000023F,fx\material_effects\materials\hard\metal_thick_for_sentinel
0x00000240,sound\materials\hard\metal_solid\metal_solid_small_h3_actee
0x00000241,sound\materials\hard\metal_solid\metal_solid_med_h3_actee
0x00000242,sound\materials\hard\metal_solid\metal_solid_looping\metal_solid_looping
0x00000243,fx\material_effects\materials\hard\metal_solid
0x00000244,sound\materials\hard\terrain_concrete\concrete_small
0x00000245,sound\materials\hard\terrain_concrete\concrete_melee
0x00000246,sound\materials\hard\terrain_concrete\concrete_looping\concrete_looping
0x00000247,fx\material_effects\materials\hard\terrain_concrete
0x00000248,sound\materials\hard\terrain_ice\ice_small
0x00000249,sound\materials\hard\terrain_ice\ice_med
0x0000024A,sound\materials\hard\terrain_ice\ice_large
0x0000024B,sound\materials\hard\terrain_ice\ice_looping\ice_looping
0x0000024C,globals\glass
0x0000024D,sound\materials\brittle\glass\glass_small
0x0000024E,sound\materials\brittle\glass\glass_med
0x0000024F,sound\materials\brittle\glass\glass_large
0x00000250,sound\materials\brittle\glass\glass_looping\glass_looping
0x00000251,fx\material_effects\materials\brittle\glass
0x00000252,sound\materials\energy\energy_small
0x00000253,sound\materials\energy\energy_medium
0x00000254,sound\materials\energy\blue_plasma_looping\blue_plasma_looping
0x00000255,fx\material_effects\materials\energy\energy
0x00000256,sound\materials\hard\metal_thin\metal_thin_hum_grating_small
0x00000257,sound\materials\hard\metal_thin\metal_thin_hum_grating_med
0x00000258,sound\materials\tough\terrain_underbrush\underbrush_med
0x00000259,sound\materials\tough\terrain_underbrush\underbrush_looping\underbrush_looping
0x0000025A,sound\materials\tough\organic_wood\wood_looping\wood_looping
0x0000025B,sound\materials\tough\terrain_carpet\carpet_hit_med
0x0000025C,globals\glass_thick
0x0000025D,fx\material_effects\materials\tough\inorganic_rubber_hum_tire_mongoose
0x0000025E,sound\materials\hard\metal_solid\metal_solid_small
0x0000025F,sound\materials\hard\metal_solid\metal_solid_med
0x00000260,sound\materials\hard\metal_thin\metal_thin_fence
0x00000261,fx\material_effects\materials\hard\hard_metal_thick_cov_chopper_wheel
0x00000262,sound\materials\hard\metal_thin\metal_thin_hum_railing
0x00000263,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_med
0x00000264,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_large
0x00000265,sound\materials\hard\metal_thick\metal_thick_hum_hollow_med_looping\metal_thick_hum_hollow_med_looping
0x00000266,fx\material_effects\materials\hard\metal_thick_hum_hollow_med
0x00000267,sound\materials\hard\metal_thin\metal_thin_gas_can
0x00000268,fx\material_effects\objects\havok\blitzcan
0x00000269,sound\materials\hard\metal_thin\hum_object_rattly_small
0x0000026A,sound\materials\hard\metal_thin\hum_object_rattly_med
0x0000026B,sound\materials\hard\metal_thin\metal_thin_rattly_looping\metal_thin_rattly_looping
0x0000026C,fx\material_effects\materials\hard\metal_thin_hum_obj_rattly
0x0000026D,sound\weapons\flag\flag_drop
0x0000026E,sound\weapons\flag\melee_flag
0x0000026F,fx\material_effects\objects\weapons\flag
0x00000270,fx\material_effects\materials\hard\metal_thick_hum_hollow_huge
0x00000271,sound\materials\soft\cardboard\cardboard_hits_small_actee
0x00000272,sound\materials\soft\cardboard\cardboard_hits_med_actee
0x00000273,sound\materials\soft\cardboard\cardboard_smooth_looping\cardboard_smooth_looping
0x00000274,fx\material_effects\materials\soft\soft_inorganic_cardboard
0x00000275,sound\materials\havok\hubcap_hit
0x00000276,sound\materials\havok\hubcap_looping\hubcap_looping
0x00000277,fx\material_effects\objects\havok\hubcap
0x00000278,sound\materials\submerged_default_material\submerged_thud_small
0x00000279,sound\materials\submerged_default_material\submerged_thud_large
0x0000027A,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small
0x0000027B,sound\materials\tough\terrain_floodflesh\floodflesh_hits_med
0x0000027C,sound\materials\tough\terrain_floodflesh\floodflesh_looping\floodflesh_looping
0x0000027D,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small_wet
0x0000027E,sound\materials\tough\terrain_floodflesh\floodflesh_hits_wet_med
0x0000027F,sound\materials\tough\terrain_floodflesh\floodflesh_wet_looping\floodflesh_wet_looping
0x00000280,sound\materials\tough\terrain_floodflesh\floodflesh_hit_dry_small
0x00000281,sound\materials\tough\terrain_floodflesh\floodflesh_dry_med
0x00000282,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_hit
0x00000283,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_looping\soft_organic_plant_bushy_dyn_looping
0x00000284,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_melee
0x00000285,fx\material_effects\materials\soft\soft_organic_plant_bushy_dynamic
0x00000286,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic_hits
0x00000287,fx\material_effects\materials\soft\soft_organic_plant_leafy_dynamic
0x00000288,sound\materials\tough\tough_organic_wood_sapling_dynamic\tough_organic_wood_sapling_dyn_hits
0x00000289,fx\material_effects\materials\tough\tough_organic_wood_sapling_dynamic
0x0000028A,sound\materials\tough\tough_organic_wood_tree_dynamic\tough_organic_wood_tree_dynamic_hits
0x0000028B,sound\materials\tough\tough_organic_wood_tree_dynamic\organic_wood_tree_dyn_looping\organic_wood_tree_dyn_looping
0x0000028C,fx\material_effects\materials\tough\tough_organic_wood_tree_dynamic
0x0000028D,sound\materials\gear\soccer_ball\soccerball_hits
0x0000028E,sound\materials\gear\soccer_ball\tire_rolling_soccer_ball\tire_rolling_soccer_ball
0x0000028F,fx\material_effects\objects\havok\soccer_ball
0x00000290,sound\materials\energy\cortana_melee
0x00000291,multiplayer\multiplayer_globals
0x00000292,multiplayer\survival_mode_globals
0x00000293,objects\cinematics\cinematic_anchor\cinematic_anchor
0x00000294,globals\rasterizer_globals
0x00000295,globals\default
0x00000296,globals\podium_globals
0x00000297,globals\default_wind
0x00000298,globals\collision_damage\collision
0x00000299,globals\collision_damage\default
0x0000029A,globals\effect_globals
0x0000029B,globals\game_progression
0x0000029C,globals\global_achievements
0x0000029D,globals\input_globals
0x000006DC,objects\weapons\grenade\firebomb_grenade\projectiles\primary_impact
0x0000070C,ui\ui_shared_globals
0x0000071A,hf2p\texture_render_list
0x0000071D,ui\halox\scoreboard\dead_player_ui
0x00000775,ui\global_strings\global_strings
0x00000776,ui\global_strings\halo_online
0x00000777,ui\default_sounds
0x00000786,sound\game_sfx\multiplayer\player_respawn
0x0000083A,hf2p\ui\lights\armor_01
0x0000083B,hf2p\ui\lights\equipment_01
0x0000083C,hf2p\ui\lights\primary_weapon_01
0x0000083D,hf2p\ui\lights\secondary_weapon_01
0x0000083E,hf2p\ui\lights\armor_02
0x0000083F,hf2p\ui\lights\equipment_02
0x00000840,hf2p\ui\lights\primary_weapon_02
0x00000841,hf2p\ui\lights\secondary_weapon_02
0x00000842,hf2p\ui\binks\preview_invisibility
0x00000843,hf2p\ui\binks\preview_bubbleshield
0x00000844,hf2p\ui\binks\preview_powerdrain
0x00000845,hf2p\ui\binks\preview_jammer
0x00000846,hf2p\ui\binks\preview_placeholder
0x00000847,hf2p\ui\binks\preview_tripmine
0x00000848,hf2p\ui\binks\preview_bombrun
0x00000849,hf2p\ui\binks\preview_vision
0x0000084A,hf2p\ui\binks\preview_regenerator
0x0000084B,hf2p\ui\binks\preview_instantcover
0x0000084C,hf2p\ui\binks\preview_concussive_blast
0x0000084D,hf2p\ui\binks\preview_hologram
0x0000084E,hf2p\ui\binks\preview_adrenaline
0x0000084F,objects\weapons\rifle\assault_rifle\assault_rifle
0x00000850,objects\weapons\rifle\assault_rifle\assault_rifle_v1\assault_rifle_v1
0x00000851,objects\weapons\rifle\assault_rifle\assault_rifle_v2\assault_rifle_v2
0x00000852,objects\weapons\rifle\assault_rifle\assault_rifle_v3\assault_rifle_v3
0x00000853,objects\weapons\rifle\assault_rifle\assault_rifle_v4\assault_rifle_v4
0x00000854,objects\weapons\rifle\assault_rifle\assault_rifle_v5\assault_rifle_v5
0x00000855,objects\weapons\rifle\assault_rifle\assault_rifle_v6\assault_rifle_v6
0x00000856,objects\weapons\rifle\battle_rifle\battle_rifle
0x00000857,objects\weapons\rifle\battle_rifle\battle_rifle_v1\battle_rifle_v1
0x00000858,objects\weapons\rifle\battle_rifle\battle_rifle_v2\battle_rifle_v2
0x00000859,objects\weapons\rifle\battle_rifle\battle_rifle_v3\battle_rifle_v3
0x0000085A,objects\weapons\rifle\battle_rifle\battle_rifle_v4\battle_rifle_v4
0x0000085B,objects\weapons\rifle\battle_rifle\battle_rifle_v5\battle_rifle_v5
0x0000085C,objects\weapons\rifle\battle_rifle\battle_rifle_v6\battle_rifle_v6
0x0000085D,objects\weapons\rifle\dmr\dmr
0x0000085E,objects\weapons\rifle\dmr\dmr_v1\dmr_v1
0x0000085F,objects\weapons\rifle\dmr\dmr_v2\dmr_v2
0x00000860,objects\weapons\rifle\dmr\dmr_v3\dmr_v3
0x00000861,objects\weapons\rifle\dmr\dmr_v4\dmr_v4
0x00000862,objects\weapons\rifle\dmr\dmr_v5\dmr_v5
0x00000863,objects\weapons\rifle\dmr\dmr_v6\dmr_v6
0x00000864,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x00000865,objects\weapons\rifle\covenant_carbine\covenant_carbine_v1\covenant_carbine_v1
0x00000866,objects\weapons\rifle\covenant_carbine\covenant_carbine_v2\covenant_carbine_v2
0x00000867,objects\weapons\rifle\covenant_carbine\covenant_carbine_v3\covenant_carbine_v3
0x00000868,objects\weapons\rifle\covenant_carbine\covenant_carbine_v4\covenant_carbine_v4
0x00000869,objects\weapons\rifle\covenant_carbine\covenant_carbine_v5\covenant_carbine_v5
0x0000086A,objects\weapons\rifle\covenant_carbine\covenant_carbine_v6\covenant_carbine_v6
0x0000086B,objects\weapons\rifle\smg\smg
0x0000086C,objects\weapons\rifle\smg\smg_v1\smg_v1
0x0000086D,objects\weapons\rifle\smg\smg_v2\smg_v2
0x0000086E,objects\weapons\rifle\smg\smg_v3\smg_v3
0x0000086F,objects\weapons\rifle\smg\smg_v4\smg_v4
0x00000870,objects\weapons\rifle\smg\smg_v5\smg_v5
0x00000871,objects\weapons\rifle\smg\smg_v6\smg_v6
0x00000872,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x00000873,objects\weapons\rifle\plasma_rifle\plasma_rifle_v1\plasma_rifle_v1
0x00000874,objects\weapons\rifle\plasma_rifle\plasma_rifle_v2\plasma_rifle_v2
0x00000875,objects\weapons\rifle\plasma_rifle\plasma_rifle_v3\plasma_rifle_v3
0x00000876,objects\weapons\rifle\plasma_rifle\plasma_rifle_v4\plasma_rifle_v4
0x00000877,objects\weapons\rifle\plasma_rifle\plasma_rifle_v5\plasma_rifle_v5
0x00000878,objects\weapons\rifle\plasma_rifle\plasma_rifle_v6\plasma_rifle_v6
0x00000879,objects\weapons\pistol\magnum\magnum
0x0000087A,objects\weapons\pistol\magnum\magnum_v1\magnum_v1
0x0000087B,objects\weapons\pistol\magnum\magnum_v2\magnum_v2
0x0000087C,objects\weapons\pistol\magnum\magnum_v3\magnum_v3
0x0000087D,objects\weapons\pistol\excavator\excavator
0x0000087E,objects\weapons\pistol\excavator\excavator_v1\excavator_v1
0x0000087F,objects\weapons\pistol\excavator\excavator_v2\excavator_v2
0x00000880,objects\weapons\pistol\excavator\excavator_v3\excavator_v3
0x00000881,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x00000882,objects\weapons\pistol\plasma_pistol\plasma_pistol_v1\plasma_pistol_v1
0x00000883,objects\weapons\pistol\plasma_pistol\plasma_pistol_v2\plasma_pistol_v2
0x00000884,objects\weapons\pistol\plasma_pistol\plasma_pistol_v3\plasma_pistol_v3
0x00000885,objects\weapons\grenade\frag_grenade\frag_grenade
0x00000886,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x00000887,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x00000888,objects\weapons\grenade\firebomb_grenade\firebomb_grenade
0x0000088C,sound\game_sfx\armor_sounds\armor_sounds
0x00000891,objects\equipment\hologram\bipeds\masterchief_hologram
0x00000FF0,objects\characters\masterchief\masterchief_podium
0x0000112F,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x00001130,objects\weapons\pistol\needler\needler
0x00001131,objects\weapons\support_high\flak_cannon\flak_cannon
0x00001133,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00001136,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x00001137,objects\weapons\support_low\brute_shot\brute_shot
0x00001138,objects\weapons\rifle\spike_rifle\spike_rifle
0x0000113C,objects\weapons\pistol\excavator\excavator
0x00001141,objects\weapons\rifle\beam_rifle\beam_rifle
0x00001144,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00001146,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00001156,objects\weapons\rifle\assault_rifle\assault_rifle
0x0000115D,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x00001166,multiplayer\random_player_names
0x00001167,multiplayer\team_names
0x00001168,objects\characters\masterchief\mp_masterchief\armor\air_assault
0x00001169,objects\characters\masterchief\mp_masterchief\armor\stealth
0x0000116A,objects\characters\masterchief\mp_masterchief\armor\renegade
0x0000116B,objects\characters\masterchief\mp_masterchief\armor\nihard
0x0000116C,objects\characters\masterchief\mp_masterchief\armor\gladiator
0x0000116D,objects\characters\masterchief\mp_masterchief\armor\mac
0x0000116E,objects\characters\masterchief\mp_masterchief\armor\shark
0x0000116F,objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00001170,objects\characters\masterchief\mp_masterchief\armor\dutch
0x00001171,objects\characters\masterchief\mp_masterchief\armor\chameleon
0x00001172,objects\characters\masterchief\mp_masterchief\armor\halberd
0x00001173,objects\characters\masterchief\mp_masterchief\armor\cyclops
0x00001174,objects\characters\masterchief\mp_masterchief\armor\scanner
0x00001175,objects\characters\masterchief\mp_masterchief\armor\mercenary
0x00001176,objects\characters\masterchief\mp_masterchief\armor\hoplite
0x00001177,objects\characters\masterchief\mp_masterchief\armor\ballista
0x00001178,objects\characters\masterchief\mp_masterchief\armor\strider
0x00001179,objects\characters\masterchief\mp_masterchief\armor\demo
0x0000117A,objects\characters\masterchief\mp_masterchief\armor\orbital
0x0000117B,objects\characters\masterchief\mp_masterchief\armor\spectrum
0x0000117C,objects\characters\masterchief\mp_masterchief\armor\gungnir
0x0000117D,objects\characters\masterchief\mp_masterchief\armor\hammerhead
0x0000117E,objects\characters\masterchief\mp_masterchief\armor\omni
0x0000117F,objects\characters\masterchief\mp_masterchief\armor\oracle
0x00001180,objects\characters\masterchief\mp_masterchief\armor\silverback
0x00001181,objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x00001182,objects\characters\masterchief\mp_masterchief\armor\tankmode_human
0x00001183,objects\characters\masterchief\mp_masterchief\fp_armor\orbital
0x00001184,objects\characters\masterchief\mp_masterchief\fp_armor\stealth
0x00001185,objects\characters\masterchief\mp_masterchief\fp_armor\renegade
0x00001186,objects\characters\masterchief\mp_masterchief\fp_armor\nihard
0x00001187,objects\characters\masterchief\mp_masterchief\fp_armor\gladiator
0x00001188,objects\characters\masterchief\mp_masterchief\fp_armor\mac
0x00001189,objects\characters\masterchief\mp_masterchief\fp_armor\shark
0x0000118A,objects\characters\masterchief\mp_masterchief\fp_armor\juggernaut
0x0000118B,objects\characters\masterchief\mp_masterchief\fp_armor\dutch
0x0000118C,objects\characters\masterchief\mp_masterchief\fp_armor\chameleon
0x0000118D,objects\characters\masterchief\mp_masterchief\fp_armor\scanner
0x0000118E,objects\characters\masterchief\mp_masterchief\fp_armor\mercenary
0x0000118F,objects\characters\masterchief\mp_masterchief\fp_armor\hoplite
0x00001190,objects\characters\masterchief\mp_masterchief\fp_armor\ballista
0x00001191,objects\characters\masterchief\mp_masterchief\fp_armor\strider
0x00001192,objects\characters\masterchief\mp_masterchief\fp_armor\demo
0x00001193,objects\characters\masterchief\mp_masterchief\fp_armor\spectrum
0x00001194,objects\characters\masterchief\mp_masterchief\fp_armor\gungnir
0x00001195,objects\characters\masterchief\mp_masterchief\fp_armor\oracle
0x00001196,objects\characters\masterchief\mp_masterchief\fp_armor\widow_maker
0x00001197,objects\characters\masterchief\mp_masterchief\armor\base
0x00001198,objects\equipment\jammer_equipment\jammer_equipment
0x00001199,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x0000119A,objects\equipment\invisibility_equipment\invisibility_equipment
0x0000119B,objects\equipment\invisibility_vehicle_equipment\invisibility_vehicle_equipment
0x0000119C,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x0000119D,objects\equipment\superflare_equipment\superflare_equipment
0x0000119E,objects\equipment\regenerator_equipment\regenerator_equipment
0x0000119F,objects\equipment\tripmine_equipment\tripmine_equipment
0x000011A0,objects\equipment\autoturret_equipment\autoturret_equipment
0x000011A1,objects\equipment\instantcover_equipment\instantcover_equipment_mp
0x000011A2,objects\equipment\forcedreload_equipment\forcedreload_equipment
0x000011A3,objects\equipment\concussiveblast_equipment\concussiveblast_equipment
0x000011A4,objects\equipment\tankmode_equipment\tankmode_equipment
0x000011A5,objects\equipment\magpulse_equipment\magpulse_equipment
0x000011A6,objects\equipment\hologram_equipment\hologram_equipment
0x000011A7,objects\equipment\reactive_armor_equipment\reactive_armor_equipment
0x000011A8,objects\equipment\bombrun_equipment\bombrun_equipment
0x000011A9,objects\equipment\armorlock_equipment\armorlock_equipment
0x000011AA,objects\equipment\adrenaline_equipment\adrenaline_equipment
0x000011AB,objects\equipment\lightningstrike_equipment\lightningstrike_equipment
0x000011AC,objects\equipment\scrambler_equipment\scrambler_equipment
0x000011AD,objects\equipment\weapon_jammer_equipment\weapon_jammer_equipment
0x000011AE,objects\equipment\ammopack_equipment\ammopack_equipment
