0x00000000,global_tags
0x00000186,sound\materials\tough\terrain_underbrush\underbrush_med
0x00000187,sound\materials\tough\terrain_underbrush\underbrush_looping\underbrush_looping
0x00000188,sound\materials\tough\organic_wood\wood_looping\wood_looping
0x00000189,sound\materials\tough\terrain_carpet\carpet_hit_med
0x0000018A,globals\glass_thick
0x0000018B,fx\material_effects\materials\tough\inorganic_rubber_hum_tire_mongoose
0x0000018C,sound\materials\hard\metal_solid\metal_solid_small
0x0000018D,sound\materials\hard\metal_solid\metal_solid_med
0x0000018E,sound\materials\hard\metal_thin\metal_thin_fence
0x0000018F,fx\material_effects\materials\hard\hard_metal_thick_cov_chopper_wheel
0x00000190,sound\materials\hard\metal_thin\metal_thin_hum_railing
0x00000191,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_med
0x00000192,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_large
0x00000193,sound\materials\hard\metal_thick\metal_thick_hum_hollow_med_looping\metal_thick_hum_hollow_med_looping
0x00000194,fx\material_effects\materials\hard\metal_thick_hum_hollow_med
0x00000195,sound\materials\hard\metal_thin\metal_thin_gas_can
0x00000196,fx\material_effects\objects\havok\blitzcan
0x00000197,sound\materials\hard\metal_thin\hum_object_rattly_small
0x00000198,sound\materials\hard\metal_thin\hum_object_rattly_med
0x00000199,sound\materials\hard\metal_thin\metal_thin_rattly_looping\metal_thin_rattly_looping
0x0000019A,fx\material_effects\materials\hard\metal_thin_hum_obj_rattly
0x0000019B,sound\weapons\flag\flag_drop
0x0000019C,sound\weapons\flag\melee_flag
0x0000019D,fx\material_effects\objects\weapons\flag
0x0000019E,fx\material_effects\materials\hard\metal_thick_hum_hollow_huge
0x0000019F,sound\materials\soft\cardboard\cardboard_hits_small_actee
0x000001A0,sound\materials\soft\cardboard\cardboard_hits_med_actee
0x000001A1,sound\materials\soft\cardboard\cardboard_smooth_looping\cardboard_smooth_looping
0x000001A2,fx\material_effects\materials\soft\soft_inorganic_cardboard
0x000001A3,sound\materials\havok\hubcap_hit
0x000001A4,sound\materials\havok\hubcap_looping\hubcap_looping
0x000001A5,fx\material_effects\objects\havok\hubcap
0x000001A6,sound\materials\submerged_default_material\submerged_thud_small
0x000001A7,sound\materials\submerged_default_material\submerged_thud_large
0x000001A8,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small
0x000001A9,sound\materials\tough\terrain_floodflesh\floodflesh_hits_med
0x000001AA,sound\materials\tough\terrain_floodflesh\floodflesh_looping\floodflesh_looping
0x000001AB,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small_wet
0x000001AC,sound\materials\tough\terrain_floodflesh\floodflesh_hits_wet_med
0x000001AD,sound\materials\tough\terrain_floodflesh\floodflesh_wet_looping\floodflesh_wet_looping
0x000001AE,sound\materials\tough\terrain_floodflesh\floodflesh_hit_dry_small
0x000001AF,sound\materials\tough\terrain_floodflesh\floodflesh_dry_med
0x000001B0,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_hit
0x000001B1,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_looping\soft_organic_plant_bushy_dyn_looping
0x000001B2,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_melee
0x000001B3,fx\material_effects\materials\soft\soft_organic_plant_bushy_dynamic
0x000001B4,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic_hits
0x000001B5,fx\material_effects\materials\soft\soft_organic_plant_leafy_dynamic
0x000001B6,sound\materials\tough\tough_organic_wood_sapling_dynamic\tough_organic_wood_sapling_dyn_hits
0x000001B7,fx\material_effects\materials\tough\tough_organic_wood_sapling_dynamic
0x000001B8,sound\materials\tough\tough_organic_wood_tree_dynamic\tough_organic_wood_tree_dynamic_hits
0x000001B9,sound\materials\tough\tough_organic_wood_tree_dynamic\organic_wood_tree_dyn_looping\organic_wood_tree_dyn_looping
0x000001BA,fx\material_effects\materials\tough\tough_organic_wood_tree_dynamic
0x000001BB,sound\materials\gear\soccer_ball\soccerball_hits
0x000001BC,sound\materials\gear\soccer_ball\tire_rolling_soccer_ball\tire_rolling_soccer_ball
0x000001BD,fx\material_effects\objects\havok\soccer_ball
0x000001BE,sound\materials\energy\cortana_melee
0x000001BF,multiplayer\multiplayer_globals
0x000001C0,multiplayer\survival_mode_globals
0x000001C1,hf2p\globals
0x000001C2,objects\cinematics\cinematic_anchor\cinematic_anchor
0x000001C3,globals\rasterizer_globals
0x000001C4,globals\default
0x000001C5,globals\podium_globals
0x000001C6,globals\default_wind
0x000001C7,globals\collision_damage\collision
0x000001C8,globals\collision_damage\default
0x000001C9,globals\effect_globals
0x000001CA,globals\game_progression
0x000001CB,globals\global_achievements
0x000001CC,globals\input_globals
0x0000061E,objects\weapons\grenade\firebomb_grenade\projectiles\primary_impact
0x0000064E,ui\ui_shared_globals
0x0000065C,hf2p\texture_render_list
0x00000660,ui\halox\scoreboard\dead_player_ui
0x000006B8,ui\global_strings\global_strings
0x000006B9,ui\global_strings\halo_online
0x000006BA,ui\default_sounds
0x000006C9,sound\game_sfx\multiplayer\player_respawn
0x0000077B,hf2p\ui\lights\armor_01
0x0000077C,hf2p\ui\lights\equipment_01
0x0000077D,hf2p\ui\lights\primary_weapon_01
0x0000077E,hf2p\ui\lights\secondary_weapon_01
0x0000077F,hf2p\ui\lights\armor_02
0x00000780,hf2p\ui\lights\equipment_02
0x00000781,hf2p\ui\lights\primary_weapon_02
0x00000782,hf2p\ui\lights\secondary_weapon_02
0x00000783,ui\binks\preview_invisibility
0x00000784,ui\binks\preview_bubbleshield
0x00000785,ui\binks\preview_powerdrain
0x00000786,ui\binks\preview_jammer
0x00000787,ui\binks\preview_placeholder
0x00000788,ui\binks\preview_tripmine
0x00000789,ui\binks\preview_bombrun
0x0000078A,ui\binks\preview_vision
0x0000078B,ui\binks\preview_regenerator
0x0000078C,ui\binks\preview_instantcover
0x0000078D,ui\binks\preview_concussive_blast
0x0000078E,ui\binks\preview_hologram
0x0000078F,ui\binks\preview_adrenaline
0x00000796,objects\weapons\rifle\assault_rifle\assault_rifle
0x00000797,objects\weapons\rifle\assault_rifle\assault_rifle_v1
0x00000798,objects\weapons\rifle\assault_rifle\assault_rifle_v2
0x00000799,objects\weapons\rifle\assault_rifle\assault_rifle_v3
0x0000079A,objects\weapons\rifle\assault_rifle\assault_rifle_v4
0x0000079B,objects\weapons\rifle\assault_rifle\assault_rifle_v5
0x0000079C,objects\weapons\rifle\assault_rifle\assault_rifle_v6
0x0000079D,objects\weapons\rifle\battle_rifle\battle_rifle
0x0000079E,objects\weapons\rifle\battle_rifle\battle_rifle_v1
0x0000079F,objects\weapons\rifle\battle_rifle\battle_rifle_v2
0x000007A0,objects\weapons\rifle\battle_rifle\battle_rifle_v3
0x000007A1,objects\weapons\rifle\battle_rifle\battle_rifle_v4
0x000007A2,objects\weapons\rifle\battle_rifle\battle_rifle_v5
0x000007A3,objects\weapons\rifle\battle_rifle\battle_rifle_v6
0x000007A4,objects\weapons\rifle\dmr\dmr
0x000007A5,objects\weapons\rifle\dmr\dmr_v1
0x000007A6,objects\weapons\rifle\dmr\dmr_v2
0x000007A7,objects\weapons\rifle\dmr\dmr_v3
0x000007A8,objects\weapons\rifle\dmr\dmr_v4
0x000007A9,objects\weapons\rifle\dmr\dmr_v5
0x000007AA,objects\weapons\rifle\dmr\dmr_v6
0x000007AB,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x000007AC,objects\weapons\rifle\covenant_carbine\covenant_carbine_v1
0x000007AD,objects\weapons\rifle\covenant_carbine\covenant_carbine_v2
0x000007AE,objects\weapons\rifle\covenant_carbine\covenant_carbine_v3
0x000007AF,objects\weapons\rifle\covenant_carbine\covenant_carbine_v4
0x000007B0,objects\weapons\rifle\covenant_carbine\covenant_carbine_v5
0x000007B1,objects\weapons\rifle\covenant_carbine\covenant_carbine_v6
0x000007B2,objects\weapons\rifle\smg\smg
0x000007B3,objects\weapons\rifle\smg\smg_v1
0x000007B4,objects\weapons\rifle\smg\smg_v2
0x000007B5,objects\weapons\rifle\smg\smg_v3
0x000007B6,objects\weapons\rifle\smg\smg_v4
0x000007B7,objects\weapons\rifle\smg\smg_v5
0x000007B8,objects\weapons\rifle\smg\smg_v6
0x000007B9,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x000007BA,objects\weapons\rifle\plasma_rifle\plasma_rifle_v1
0x000007BB,objects\weapons\rifle\plasma_rifle\plasma_rifle_v2
0x000007BC,objects\weapons\rifle\plasma_rifle\plasma_rifle_v3
0x000007BD,objects\weapons\rifle\plasma_rifle\plasma_rifle_v4
0x000007BE,objects\weapons\rifle\plasma_rifle\plasma_rifle_v5
0x000007BF,objects\weapons\rifle\plasma_rifle\plasma_rifle_v6
0x000007C0,objects\weapons\pistol\magnum\magnum
0x000007C1,objects\weapons\pistol\magnum\magnum_v1
0x000007C2,objects\weapons\pistol\magnum\magnum_v2
0x000007C3,objects\weapons\pistol\magnum\magnum_v3
0x000007C4,objects\weapons\pistol\excavator\excavator
0x000007C5,objects\weapons\pistol\excavator\excavator_v1
0x000007C6,objects\weapons\pistol\excavator\excavator_v2
0x000007C7,objects\weapons\pistol\excavator\excavator_v3
0x000007C8,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x000007C9,objects\weapons\pistol\plasma_pistol\plasma_pistol_v1
0x000007CA,objects\weapons\pistol\plasma_pistol\plasma_pistol_v2
0x000007CB,objects\weapons\pistol\plasma_pistol\plasma_pistol_v3
0x000007CC,objects\weapons\grenade\frag_grenade\frag_grenade
0x000007CD,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x000007CE,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x000007CF,objects\weapons\grenade\firebomb_grenade\firebomb_grenade
0x000007D0,objects\weapons\rifle\battle_rifle\battle_rifle_v7
0x000007D1,objects\weapons\rifle\smg\smg_v1_type_1
0x000007D2,objects\weapons\rifle\battle_rifle\battle_rifle_v1_type_3
0x000007D3,objects\weapons\rifle\battle_rifle\battle_rifle_v2_type_3
0x000007D4,objects\weapons\rifle\battle_rifle\battle_rifle_v3_type_3
0x000007D5,objects\weapons\rifle\battle_rifle\battle_rifle_v4_type_3
0x000007D6,objects\weapons\rifle\battle_rifle\battle_rifle_v5_type_3
0x000007D7,objects\weapons\rifle\battle_rifle\battle_rifle_v6_type_3
0x000007D8,objects\weapons\rifle\smg\smg_v2_type_1
0x000007D9,objects\weapons\rifle\smg\smg_v3_type_1
0x000007DA,objects\weapons\rifle\smg\smg_v4_type_1
0x000007DB,objects\weapons\rifle\smg\smg_v5_type_1
0x000007DC,objects\weapons\rifle\smg\smg_v6_type_1
0x000007E0,sound\game_sfx\armor_sounds\armor_sounds
0x000007E5,objects\equipment\hologram\bipeds\masterchief_hologram
0x00001080,objects\characters\masterchief\masterchief_podium
0x00001082,objects\characters\elite\mp_elite\mp_elite_podium
0x000011C5,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x000011C6,objects\weapons\pistol\needler\needler
0x000011C7,objects\weapons\support_high\flak_cannon\flak_cannon
0x000011C9,objects\weapons\turret\plasma_cannon\plasma_cannon
0x000011CC,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x000011CD,objects\weapons\support_low\brute_shot\brute_shot
0x000011CE,objects\weapons\rifle\spike_rifle\spike_rifle
0x000011D2,objects\weapons\pistol\excavator\excavator
0x000011D7,objects\weapons\rifle\beam_rifle\beam_rifle
0x000011DA,objects\weapons\melee\gravity_hammer\gravity_hammer
0x000011DC,objects\weapons\turret\plasma_cannon\plasma_cannon
0x000011E4,objects\vehicles\shade\shade
0x000011E5,objects\vehicles\ghost\ghost
0x000011E6,objects\vehicles\brute_chopper\brute_chopper
0x000011E7,objects\vehicles\wraith\wraith
0x000011E8,objects\vehicles\banshee\banshee
0x000011EA,objects\vehicles\phantom\phantom
0x000011EC,objects\weapons\rifle\assault_rifle\assault_rifle
0x000011ED,objects\vehicles\warthog\warthog
0x000011EE,objects\vehicles\scorpion\scorpion
0x000011F3,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x000011FB,objects\vehicles\phantom\phantom_dropship\phantom_dropship
0x000011FC,multiplayer\random_player_names
0x000011FD,multiplayer\team_names
0x000011FE,objects\equipment\jammer_equipment\jammer_equipment
0x000011FF,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x00001200,objects\equipment\invisibility_equipment\invisibility_equipment
0x00001201,objects\equipment\invisibility_equipment\invisibility_vehicle_equipment
0x00001202,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x00001203,objects\equipment\superflare_equipment\superflare_equipment
0x00001204,objects\equipment\regenerator_equipment\regenerator_equipment
0x00001205,objects\equipment\tripmine_equipment\tripmine_equipment
0x00001206,objects\equipment\autoturret_equipment\autoturret_equipment
0x00001207,objects\equipment\instantcover_equipment\instantcover_equipment_mp
0x00001208,objects\equipment\forcedreload_equipment\forcedreload_equipment
0x00001209,objects\equipment\concussiveblast_equipment\concussiveblast_equipment
0x0000120A,objects\equipment\tankmode_equipment\tankmode_equipment
0x0000120B,objects\equipment\magpulse_equipment\magpulse_equipment
0x0000120C,objects\equipment\hologram_equipment\hologram_equipment
0x0000120D,objects\equipment\reactivearmor_equipment\reactivearmor_equipment
0x0000120E,objects\equipment\bombrun_equipment\bombrun_equipment
0x0000120F,objects\equipment\armorlock_equipment\armorlock_equipment
0x00001210,objects\equipment\adrenaline_equipment\adrenaline_equipment
0x00001211,objects\equipment\lightningstrike_equipment\lightningstrike_equipment
0x00001212,objects\equipment\scrambler_equipment\scrambler_equipment
0x00001213,objects\equipment\weaponjammer_equipment\weaponjammer_equipment
0x00001214,objects\equipment\ammopack_equipment\ammopack_equipment
0x00001215,objects\equipment\vision_equipment\vision_equipment
0x00001216,objects\equipment\bubbleshield_equipment\bubbleshield_equipment_tutorial
0x00001217,objects\equipment\vision_equipment\vision_equipment_tutorial
0x00001218,multiplayer\global_multiplayer_messages
0x00001219,objects\weapons\rifle\battle_rifle\battle_rifle
0x0000121A,objects\weapons\rifle\smg\smg
0x0000121B,objects\weapons\melee\energy_blade\energy_blade
0x0000121C,objects\weapons\pistol\magnum\magnum
0x0000121D,objects\weapons\support_high\rocket_launcher\rocket_launcher
0x0000121E,objects\weapons\rifle\shotgun\shotgun
0x0000121F,objects\weapons\rifle\sniper_rifle\sniper_rifle
0x00001220,objects\weapons\melee\energy_blade\energy_blade_useless
0x00001221,objects\weapons\support_high\spartan_laser\spartan_laser
0x00001222,objects\weapons\turret\flamethrower\flamethrower
0x00001223,objects\weapons\turret\missile_pod\missile_pod
0x00001224,objects\weapons\rifle\dmr\dmr
0x00001225,objects\weapons\rifle\assault_rifle\assault_rifle_v1
0x00001226,objects\weapons\rifle\assault_rifle\assault_rifle_v2
0x00001227,objects\weapons\rifle\assault_rifle\assault_rifle_v3
0x00001228,objects\weapons\rifle\assault_rifle\assault_rifle_v4
0x00001229,objects\weapons\rifle\assault_rifle\assault_rifle_v5
0x0000122A,objects\weapons\rifle\assault_rifle\assault_rifle_v6
0x0000122B,objects\weapons\rifle\battle_rifle\battle_rifle_v1
0x0000122C,objects\weapons\rifle\battle_rifle\battle_rifle_v2
0x0000122D,objects\weapons\rifle\battle_rifle\battle_rifle_v3
0x0000122E,objects\weapons\rifle\battle_rifle\battle_rifle_v4
0x0000122F,objects\weapons\rifle\battle_rifle\battle_rifle_v5
0x00001230,objects\weapons\rifle\battle_rifle\battle_rifle_v6
0x00001231,objects\weapons\rifle\dmr\dmr_v1
0x00001232,objects\weapons\rifle\dmr\dmr_v2
0x00001233,objects\weapons\rifle\dmr\dmr_v3
0x00001234,objects\weapons\rifle\dmr\dmr_v4
0x00001235,objects\weapons\rifle\dmr\dmr_v5
0x00001236,objects\weapons\rifle\dmr\dmr_v6
0x00001237,objects\weapons\rifle\smg\smg_v1
0x00001238,objects\weapons\rifle\smg\smg_v2
0x00001239,objects\weapons\rifle\smg\smg_v3
0x0000123A,objects\weapons\rifle\smg\smg_v4
0x0000123B,objects\weapons\rifle\smg\smg_v5
0x0000123C,objects\weapons\rifle\smg\smg_v6
0x0000123D,objects\weapons\rifle\plasma_rifle\plasma_rifle_v1
0x0000123E,objects\weapons\rifle\plasma_rifle\plasma_rifle_v2
0x0000123F,objects\weapons\rifle\plasma_rifle\plasma_rifle_v3
0x00001240,objects\weapons\rifle\plasma_rifle\plasma_rifle_v4
0x00001241,objects\weapons\rifle\plasma_rifle\plasma_rifle_v5
0x00001242,objects\weapons\rifle\plasma_rifle\plasma_rifle_v6
0x00001243,objects\weapons\rifle\covenant_carbine\covenant_carbine_v1
0x00001244,objects\weapons\rifle\covenant_carbine\covenant_carbine_v2
0x00001245,objects\weapons\rifle\covenant_carbine\covenant_carbine_v3
0x00001246,objects\weapons\rifle\covenant_carbine\covenant_carbine_v4
0x00001247,objects\weapons\rifle\covenant_carbine\covenant_carbine_v5
0x00001248,objects\weapons\rifle\covenant_carbine\covenant_carbine_v6
0x00001249,objects\weapons\pistol\excavator\excavator_v1
0x0000124A,objects\weapons\pistol\excavator\excavator_v2
