0x00000000,global_tags
0x00000107,fx\water\default_large
0x00000108,sound\materials\soft\soft_organic_cloth\cloth_hits
0x00000109,sound\materials\soft\soft_organic_cloth\cloth_hits_med
0x0000010A,sound\materials\soft\soft_organic_cloth\cloth_looping\cloth_looping
0x0000010B,fx\material_effects\materials\soft\soft_organic_cloth
0x0000010C,sound\materials\soft\organic_flesh\melee_impact
0x0000010D,sound\materials\soft\soft_organic_plant\soft_organic_plant_hits_actor
0x0000010E,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic
0x0000010F,sound\materials\soft\soft_organic_plant\soft_organic_plant_hits_actee
0x00000110,fx\material_effects\materials\soft\soft_organic_plant
0x00000111,sound\materials\hard\metal_thick\metal_thick_med
0x00000112,sound\materials\soft\terrain_snow\snow_small
0x00000113,sound\materials\soft\terrain_snow\snow_medium
0x00000114,sound\materials\soft\terrain_snow\snow_large
0x00000115,sound\materials\soft\terrain_snow\snow_looping\snow_looping
0x00000116,fx\material_effects\materials\soft\terrain_snow
0x00000117,sound\materials\tough\terrain_dirt\dirt_small
0x00000118,sound\materials\tough\terrain_dirt\dirt_med
0x00000119,sound\materials\tough\terrain_dirt\dirt_large
0x0000011A,sound\materials\tough\terrain_dirt\dirt_looping\dirt_looping
0x0000011B,fx\material_effects\materials\tough\terrain_dirt
0x0000011C,sound\materials\tough\rubber\rubber_small
0x0000011D,sound\materials\tough\rubber\rubber_med
0x0000011E,sound\materials\tough\plastic_looping\plastic_looping
0x0000011F,fx\material_effects\materials\tough\inorganic_rubber
0x00000120,sound\materials\havok\tire\tire_hits
0x00000121,fx\material_effects\materials\tough\inorganic_rubber_hum_tire
0x00000122,fx\material_effects\materials\tough\inorganic_plastic
0x00000123,sound\materials\tough\squish_hits
0x00000124,fx\material_effects\materials\tough\tough_floodflesh
0x00000125,sound\materials\tough\organic_wood\wood_small
0x00000126,sound\materials\tough\organic_wood\wood_med
0x00000127,fx\material_effects\materials\tough\organic_wood
0x00000128,sound\materials\tough\terrain_grass\grass_small
0x00000129,sound\materials\tough\terrain_grass\grass_med
0x0000012A,sound\materials\tough\terrain_grass\grass_looping\grass_looping
0x0000012B,sound\materials\tough\terrain_mud\mud_small
0x0000012C,sound\materials\tough\terrain_mud\mud_med
0x0000012D,sound\materials\tough\terrain_mud\mud_looping\mud_looping
0x0000012E,sound\materials\tough\terrain_gravel\gravel_small
0x0000012F,sound\materials\tough\terrain_gravel\gravel_med
0x00000130,sound\materials\tough\terrain_gravel\gravel_looping\gravel_looping
0x00000131,sound\materials\tough\terrain_sand\sand_small
0x00000132,sound\materials\tough\terrain_sand\sand_med
0x00000133,sound\materials\tough\terrain_sand\sand_looping\sand_looping
0x00000134,sound\materials\hard\terrain_stone\stone_small
0x00000135,sound\materials\hard\terrain_stone\stone_med
0x00000136,sound\materials\hard\metal_solid\metal_solid_large
0x00000137,sound\materials\hard\terrain_stone\stone_looping\stone_looping
0x00000138,fx\material_effects\materials\hard\terrain_stone
0x00000139,sound\materials\hard\metal_thin\metal_thin_small
0x0000013A,sound\materials\hard\metal_thin\metal_thin_med_h3
0x0000013B,sound\materials\hard\metal_thin\metal_thin_large
0x0000013C,sound\materials\hard\metal_thin\metal_thin_looping\metal_thin_looping
0x0000013D,fx\material_effects\materials\hard\metal_thin
0x0000013E,sound\materials\hard\metal_thin\human_weap_melee
0x0000013F,sound\materials\hard\metal_thick\vehicle_hit_human
0x00000140,sound\materials\hard\metal_thin\metal_thin_cov_small
0x00000141,sound\materials\hard\metal_thin\metal_thin_cov_elite_small
0x00000142,sound\materials\hard\metal_thin\metal_thin_cov_elite_small_looping\metal_thin_cov_elite_small_looping
0x00000143,fx\material_effects\materials\hard\metal_thin_cov_elite
0x00000144,sound\materials\hard\metal_thin\cov_weap_melee
0x00000145,sound\materials\hard\metal_thick\metal_thick_small
0x00000146,sound\materials\hard\metal_thick\metal_thick_looping\metal_thick_looping
0x00000147,fx\material_effects\materials\hard\metal_thick
0x00000148,fx\material_effects\materials\hard\hard_metal_thick_hum_scorpion_tread
0x00000149,fx\material_effects\materials\hard\metal_thick_cov
0x0000014A,sound\materials\hard\metal_thick\hard_metal_thick_cov_hunter
0x0000014B,sound\materials\hard\metal_thick\hit_ghost_small
0x0000014C,sound\materials\hard\metal_thick\hit_ghost
0x0000014D,sound\materials\hard\metal_thick\metal_thick_for_small
0x0000014E,sound\materials\hard\metal_thick\metal_thick_for_small_looping\metal_thick_for_small_looping
0x0000014F,fx\material_effects\materials\hard\metal_thick_for_sentinel
0x00000150,sound\materials\hard\metal_solid\metal_solid_small_h3_actee
0x00000151,sound\materials\hard\metal_solid\metal_solid_med_h3_actee
0x00000152,sound\materials\hard\metal_solid\metal_solid_looping\metal_solid_looping
0x00000153,fx\material_effects\materials\hard\metal_solid
0x00000154,sound\materials\hard\terrain_concrete\concrete_small
0x00000155,sound\materials\hard\terrain_concrete\concrete_melee
0x00000156,sound\materials\hard\terrain_concrete\concrete_looping\concrete_looping
0x00000157,fx\material_effects\materials\hard\terrain_concrete
0x00000158,sound\materials\hard\terrain_ice\ice_small
0x00000159,sound\materials\hard\terrain_ice\ice_med
0x0000015A,sound\materials\hard\terrain_ice\ice_large
0x0000015B,sound\materials\hard\terrain_ice\ice_looping\ice_looping
0x0000015C,globals\glass
0x0000015D,sound\materials\brittle\glass\glass_small
0x0000015E,sound\materials\brittle\glass\glass_med
0x0000015F,sound\materials\brittle\glass\glass_large
0x00000160,sound\materials\brittle\glass\glass_looping\glass_looping
0x00000161,fx\material_effects\materials\brittle\glass
0x00000162,sound\materials\energy\energy_small
0x00000163,sound\materials\energy\energy_medium
0x00000164,sound\materials\energy\blue_plasma_looping\blue_plasma_looping
0x00000165,fx\material_effects\materials\energy\energy
0x00000166,sound\materials\hard\metal_thin\metal_thin_hum_grating_small
0x00000167,sound\materials\hard\metal_thin\metal_thin_hum_grating_med
0x00000168,sound\materials\tough\terrain_underbrush\underbrush_med
0x00000169,sound\materials\tough\terrain_underbrush\underbrush_looping\underbrush_looping
0x0000016A,sound\materials\tough\organic_wood\wood_looping\wood_looping
0x0000016B,sound\materials\tough\terrain_carpet\carpet_hit_med
0x0000016C,globals\glass_thick
0x0000016D,fx\material_effects\materials\tough\inorganic_rubber_hum_tire_mongoose
0x0000016E,sound\materials\hard\metal_solid\metal_solid_small
0x0000016F,sound\materials\hard\metal_solid\metal_solid_med
0x00000170,sound\materials\hard\metal_thin\metal_thin_fence
0x00000171,fx\material_effects\materials\hard\hard_metal_thick_cov_chopper_wheel
0x00000172,sound\materials\hard\metal_thin\metal_thin_hum_railing
0x00000173,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_med
0x00000174,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_large
0x00000175,sound\materials\hard\metal_thick\metal_thick_hum_hollow_med_looping\metal_thick_hum_hollow_med_looping
0x00000176,fx\material_effects\materials\hard\metal_thick_hum_hollow_med
0x00000177,sound\materials\hard\metal_thin\metal_thin_gas_can
0x00000178,fx\material_effects\objects\havok\blitzcan
0x00000179,sound\materials\hard\metal_thin\hum_object_rattly_small
0x0000017A,sound\materials\hard\metal_thin\hum_object_rattly_med
0x0000017B,sound\materials\hard\metal_thin\metal_thin_rattly_looping\metal_thin_rattly_looping
0x0000017C,fx\material_effects\materials\hard\metal_thin_hum_obj_rattly
0x0000017D,sound\weapons\flag\flag_drop
0x0000017E,sound\weapons\flag\melee_flag
0x0000017F,fx\material_effects\objects\weapons\flag
0x00000180,fx\material_effects\materials\hard\metal_thick_hum_hollow_huge
0x00000181,sound\materials\soft\cardboard\cardboard_hits_small_actee
0x00000182,sound\materials\soft\cardboard\cardboard_hits_med_actee
0x00000183,sound\materials\soft\cardboard\cardboard_smooth_looping\cardboard_smooth_looping
0x00000184,fx\material_effects\materials\soft\soft_inorganic_cardboard
0x00000185,sound\materials\havok\hubcap_hit
0x00000186,sound\materials\havok\hubcap_looping\hubcap_looping
0x00000187,fx\material_effects\objects\havok\hubcap
0x00000188,sound\materials\submerged_default_material\submerged_thud_small
0x00000189,sound\materials\submerged_default_material\submerged_thud_large
0x0000018A,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small
0x0000018B,sound\materials\tough\terrain_floodflesh\floodflesh_hits_med
0x0000018C,sound\materials\tough\terrain_floodflesh\floodflesh_looping\floodflesh_looping
0x0000018D,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small_wet
0x0000018E,sound\materials\tough\terrain_floodflesh\floodflesh_hits_wet_med
0x0000018F,sound\materials\tough\terrain_floodflesh\floodflesh_wet_looping\floodflesh_wet_looping
0x00000190,sound\materials\tough\terrain_floodflesh\floodflesh_hit_dry_small
0x00000191,sound\materials\tough\terrain_floodflesh\floodflesh_dry_med
0x00000192,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_hit
0x00000193,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_looping\soft_organic_plant_bushy_dyn_looping
0x00000194,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_melee
0x00000195,fx\material_effects\materials\soft\soft_organic_plant_bushy_dynamic
0x00000196,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic_hits
0x00000197,fx\material_effects\materials\soft\soft_organic_plant_leafy_dynamic
0x00000198,sound\materials\tough\tough_organic_wood_sapling_dynamic\tough_organic_wood_sapling_dyn_hits
0x00000199,fx\material_effects\materials\tough\tough_organic_wood_sapling_dynamic
0x0000019A,sound\materials\tough\tough_organic_wood_tree_dynamic\tough_organic_wood_tree_dynamic_hits
0x0000019B,sound\materials\tough\tough_organic_wood_tree_dynamic\organic_wood_tree_dyn_looping\organic_wood_tree_dyn_looping
0x0000019C,fx\material_effects\materials\tough\tough_organic_wood_tree_dynamic
0x0000019D,sound\materials\gear\soccer_ball\soccerball_hits
0x0000019E,sound\materials\gear\soccer_ball\tire_rolling_soccer_ball\tire_rolling_soccer_ball
0x0000019F,fx\material_effects\objects\havok\soccer_ball
0x000001A0,sound\materials\energy\cortana_melee
0x000001A1,multiplayer\multiplayer_globals
0x000001A2,multiplayer\survival_mode_globals
0x000001A3,hf2p\globals
0x000001A4,objects\cinematics\cinematic_anchor\cinematic_anchor
0x000001A5,globals\rasterizer_globals
0x000001A6,globals\default
0x000001A7,globals\podium_globals
0x000001A8,globals\default_wind
0x000001A9,globals\collision_damage\collision
0x000001AA,globals\collision_damage\default
0x000001AB,globals\effect_globals
0x000001AC,globals\game_progression
0x000001AD,globals\global_achievements
0x000001AE,globals\input_globals
0x000004A0,objects\weapons\grenade\claymore_grenade\projectiles\claymore_grenade_fragment
0x000005C3,ui\ui_shared_globals
0x000005D1,hf2p\texture_render_list
0x000005D5,ui\halox\scoreboard\dead_player_ui
0x0000062D,ui\global_strings\global_strings
0x0000062E,ui\global_strings\halo_online
0x0000062F,ui\default_sounds
0x0000063E,sound\game_sfx\multiplayer\player_respawn
0x000006F2,hf2p\ui\lights\armor_01
0x000006F3,hf2p\ui\lights\equipment_01
0x000006F4,hf2p\ui\lights\primary_weapon_01
0x000006F5,hf2p\ui\lights\secondary_weapon_01
0x000006F6,hf2p\ui\lights\armor_02
0x000006F7,hf2p\ui\lights\equipment_02
0x000006F8,hf2p\ui\lights\primary_weapon_02
0x000006F9,hf2p\ui\lights\secondary_weapon_02
0x000006FA,hf2p\ui\binks\preview_invisibility
0x000006FB,hf2p\ui\binks\preview_bubbleshield
0x000006FC,hf2p\ui\binks\preview_powerdrain
0x000006FD,hf2p\ui\binks\preview_jammer
0x000006FE,hf2p\ui\binks\preview_placeholder
0x000006FF,hf2p\ui\binks\preview_tripmine
0x00000700,hf2p\ui\binks\preview_bombrun
0x00000701,hf2p\ui\binks\preview_vision
0x00000702,hf2p\ui\binks\preview_regenerator
0x00000703,hf2p\ui\binks\preview_instantcover
0x00000704,hf2p\ui\binks\preview_concussive_blast
0x00000705,hf2p\ui\binks\preview_hologram
0x00000706,hf2p\ui\binks\preview_adrenaline
0x00000707,objects\characters\masterchief\mp_masterchief\mp_masterchief_manikin
0x00000709,objects\characters\elite\mp_elite\mp_elite_manikin
0x00000711,sound\game_sfx\armor_sounds\armor_sounds
0x00000716,objects\equipment\hologram\bipeds\masterchief_hologram
0x00000BD2,objects\characters\masterchief\masterchief_podium
0x00000BD4,objects\characters\elite\mp_elite\mp_elite_podium
0x00000D18,objects\weapons\pistol\needler\needler
0x00000D1B,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00000D1E,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x00000D1F,objects\weapons\support_low\brute_shot\brute_shot
0x00000D29,objects\weapons\rifle\beam_rifle\beam_rifle
0x00000D2C,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000D2E,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00000D37,objects\vehicles\ghost\ghost
0x00000D38,objects\vehicles\brute_chopper\brute_chopper
0x00000D39,objects\vehicles\wraith\wraith
0x00000D3A,objects\vehicles\banshee\banshee
0x00000D3E,objects\weapons\rifle\assault_rifle\assault_rifle
0x00000D3F,objects\vehicles\warthog\warthog
0x00000D45,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x00000D4E,multiplayer\random_player_names
0x00000D4F,multiplayer\team_names
0x00000D50,objects\equipment\jammer_equipment\jammer_equipment
0x00000D51,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x00000D52,objects\equipment\invisibility_equipment\invisibility_equipment
0x00000D53,objects\equipment\invisibility_equipment\invisibility_vehicle_equipment
0x00000D54,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x00000D55,objects\equipment\superflare_equipment\superflare_equipment
0x00000D56,objects\equipment\regenerator_equipment\regenerator_equipment
0x00000D57,objects\equipment\tripmine_equipment\tripmine_equipment
0x00000D58,objects\equipment\autoturret_equipment\autoturret_equipment
0x00000D59,objects\equipment\instantcover_equipment\instantcover_equipment_mp
0x00000D5A,objects\equipment\forcedreload_equipment\forcedreload_equipment
0x00000D5B,objects\equipment\concussiveblast_equipment\concussiveblast_equipment
0x00000D5C,objects\equipment\tankmode_equipment\tankmode_equipment
0x00000D5D,objects\equipment\magpulse_equipment\magpulse_equipment
0x00000D5E,objects\equipment\hologram_equipment\hologram_equipment
0x00000D5F,objects\equipment\reactivearmor_equipment\reactivearmor_equipment
0x00000D60,objects\equipment\bombrun_equipment\bombrun_equipment
0x00000D61,objects\equipment\armorlock_equipment\armorlock_equipment
0x00000D62,objects\equipment\adrenaline_equipment\adrenaline_equipment
0x00000D63,objects\equipment\lightningstrike_equipment\lightningstrike_equipment
0x00000D64,objects\equipment\scrambler_equipment\scrambler_equipment
0x00000D65,objects\equipment\weaponjammer_equipment\weaponjammer_equipment
0x00000D66,objects\equipment\ammopack_equipment\ammopack_equipment
0x00000D67,objects\equipment\vision_equipment\vision_equipment
0x00000D68,objects\equipment\bubbleshield_equipment\bubbleshield_equipment_tutorial
0x00000D69,objects\equipment\vision_equipment\vision_equipment_tutorial
0x00000D6A,multiplayer\global_multiplayer_messages
0x00000D6B,objects\weapons\rifle\battle_rifle\battle_rifle
0x00000D6C,objects\weapons\rifle\smg\smg
0x00000D6D,objects\weapons\melee\energy_blade\energy_blade
0x00000D6E,objects\weapons\pistol\magnum\magnum
0x00000D6F,objects\weapons\support_high\rocket_launcher\rocket_launcher
0x00000D70,objects\weapons\rifle\shotgun\shotgun
0x00000D71,objects\weapons\rifle\sniper_rifle\sniper_rifle
0x00000D72,objects\weapons\melee\energy_blade\energy_blade_useless
0x00000D73,objects\weapons\support_high\spartan_laser\spartan_laser
0x00000D74,objects\weapons\turret\missile_pod\missile_pod
0x00000D75,objects\weapons\rifle\dmr\dmr
0x00000D76,objects\weapons\rifle\assault_rifle\assault_rifle_v1
0x00000D77,objects\weapons\rifle\assault_rifle\assault_rifle_v2
0x00000D78,objects\weapons\rifle\assault_rifle\assault_rifle_v3
0x00000D79,objects\weapons\rifle\assault_rifle\assault_rifle_v4
0x00000D7A,objects\weapons\rifle\assault_rifle\assault_rifle_v6
0x00000D7B,objects\weapons\rifle\battle_rifle\battle_rifle_v1
0x00000D7C,objects\weapons\rifle\battle_rifle\battle_rifle_v2
0x00000D7D,objects\weapons\rifle\battle_rifle\battle_rifle_v4
0x00000D7E,objects\weapons\rifle\battle_rifle\battle_rifle_v5
0x00000D7F,objects\weapons\rifle\battle_rifle\battle_rifle_v6
0x00000D80,objects\weapons\rifle\dmr\dmr_v1
0x00000D81,objects\weapons\rifle\dmr\dmr_v2
0x00000D82,objects\weapons\rifle\dmr\dmr_v3
0x00000D83,objects\weapons\rifle\dmr\dmr_v4
0x00000D84,objects\weapons\rifle\dmr\dmr_v6
0x00000D85,objects\weapons\rifle\smg\smg_v1
0x00000D86,objects\weapons\rifle\smg\smg_v2
0x00000D87,objects\weapons\rifle\smg\smg_v3
0x00000D88,objects\weapons\rifle\smg\smg_v5
0x00000D89,objects\weapons\pistol\magnum\magnum_v1
0x00000D8A,objects\weapons\pistol\magnum\magnum_v2
0x00000D8B,objects\weapons\pistol\magnum\magnum_v3
0x00000D8C,objects\weapons\rifle\battle_rifle\battle_rifle_v7
0x00000D8D,objects\vehicles\mongoose\mongoose
0x00000D8F,objects\vehicles\hornet\hornet
0x00000D90,objects\vehicles\warthog\warthog_snow
0x00000D92,objects\levels\dlc\sidewinder\hornet_lite\hornet_lite
0x00000D95,objects\characters\masterchief\masterchief_female_podium
0x00000D96,multiplayer\game_engine_settings
0x00000D97,objects\characters\monitor\monitor_editor
0x00000D98,objects\ui\editor_gizmo\editor_gizmo
0x00000D99,objects\weapons\multiplayer\flag\flag
0x00000D9A,objects\multi\vip\vip_boundary
0x00000D9B,multiplayer\in_game_multiplayer_messages
0x00000D9C,objects\weapons\grenade\plasma_grenade\plasma_grenade2
0x00000D9D,multiplayer\vehicle_autoflip
0x00000D9E,multiplayer\safety_booster
0x00000D9F,sound\game_sfx\multiplayer\transport
0x00000DA0,sound\game_sfx\ui\death_gurgle
0x00000DA1,sound\game_sfx\multiplayer\comm_fail
0x00000DA2,sound\game_sfx\multiplayer\comm_loop_mp\comm_loop_mp
0x00000DA3,sound\game_sfx\multiplayer\countdown_for_respawn
0x00000DA4,sound\game_sfx\multiplayer\teleporter_activate
0x00000DA5,sound\game_sfx\ui\flag_fail
0x00000DA6,objects\vehicles\warthog\turrets\chaingun\weapon\chaingun_turret
0x00000DA7,objects\weapons\turret\machinegun_turret\machinegun_turret
0x00000DA8,objects\weapons\turret\machinegun_turret\machinegun_turret_integrated
0x00000DA9,objects\weapons\turret\plasma_cannon\plasma_cannon_integrated
0x00000DAA,objects\vehicles\warthog\turrets\gauss\weapon\gauss_turret
0x00000DAB,objects\levels\multi\shrine\behemoth\weapon\behemoth_chaingun_turret
0x00000DAC,objects\equipment\autoturret\autoturret
0x00000DAD,objects\vehicles\warthog\warthog_gauss
0x00000DAE,objects\vehicles\banshee\weapon\banshee_bomb
0x00000DAF,objects\weapons\support_high\rocket_launcher\projectiles\rocket
0x00000DB0,objects\weapons\turret\missile_pod\projectiles\missile_pod_missile
0x00000DB1,objects\vehicles\wraith\turrets\mortar\mortar_turret_charged
0x00000DB3,objects\weapons\support_low\brute_shot\projectiles\grenade\grenade
0x00000DB6,objects\vehicles\hornet\weapon\hornet_missile
0x00000DB8,objects\equipment\bombrun\projectiles\bombrun_grenade
0x00000DB9,objects\equipment\tripmine\tripmine
0x00000DBA,objects\equipment\powerdrain\powerdrain
0x00000DBB,objects\equipment\superflare\superflare
0x00000DBC,objects\equipment\scrambler\scrambler
0x00000DBD,objects\equipment\weaponjammer\weaponjammer
0x00000DBE,multiplayer\hill\hill
0x00000DBF,fx\scenery_fx\explosions\human_explosion_huge\human_explosion_huge
0x00000DC0,objects\weapons\multiplayer\assault_bomb\damage_effects\bomb_explosion
0x00000DC1,multiplayer\sandbox\cursor_impact
0x00000DC2,objects\multi\shaders\koth_shield
0x00000DC3,ui\chud\multiplayer_intro\summary_slayer
0x00000DC4,ui\chud\multiplayer_intro\summary_oddball
0x00000DC5,ui\chud\multiplayer_intro\summary_king
0x00000DC6,ui\chud\multiplayer_intro\summary_editor
0x00000DC7,ui\chud\multiplayer_intro\summary_vip
0x00000DC8,ui\chud\multiplayer_intro\summary_juggernaut
0x00000DC9,ui\chud\multiplayer_intro\summary_territories
0x00000DCA,ui\chud\multiplayer_intro\summary_infection
0x00000DCB,globals\simulation_interpolation\biped_default
0x00000DCC,globals\simulation_interpolation\vehicle_default
0x00000DCD,globals\simulation_interpolation\crate_default
0x00000DCE,globals\simulation_interpolation\item_default
0x00000DCF,globals\simulation_interpolation\projectile_default
0x00000DD0,globals\simulation_interpolation\object_default
0x00000DD4,objects\equipment\jammer\jammer
0x00000E98,objects\equipment\bubbleshield\bubbleshield
0x00000EF5,objects\equipment\regenerator\regenerator
0x00000F32,objects\equipment\tripmine\projectiles\tripmine_material_fx
0x00000F4D,objects\equipment\autoturret\autoturret_beam
0x00000F52,objects\equipment\autoturret\projectiles\autoturret_beam
0x0000101D,objects\vehicles\pelican\pelican_rocket_pod\pelican_rocket_pod
0x0000101F,objects\vehicles\pelican\pelican_rocket_pod\weapon\pelican_rocket_pod
0x00001021,objects\vehicles\wraith\turrets\anti_infantry\weapon\wraith_anti_infantry_turret
0x00001024,objects\vehicles\ghost\weapon\ghost_gun
0x00001025,objects\vehicles\banshee\weapon\banshee_gun
0x00001026,objects\vehicles\wraith\turrets\mortar\mortar_turret
0x00001027,objects\vehicles\wraith\turrets\anti_air\anti_air_turret
0x0000102C,objects\vehicles\brute_chopper\weapon\chopper_gun
0x0000102F,objects\weapons\turret\missile_pod\missile_pod_integrated
0x00001030,objects\vehicles\hornet\weapon\hornet_missile
0x00001041,objects\equipment\instantcover_equipment\instantcover_equipment
0x00001042,objects\equipment\invincibility_equipment\invincibility_equipment
0x00001044,objects\equipment\instantcover\instantcover
0x000010CF,objects\equipment\instantcover\instantcover_mp
0x00001148,objects\equipment\ammopack\ammopack
0x00001159,objects\powerups\ammo_packs\ammo_large\ammo_large
0x0000115A,objects\powerups\ammo_packs\ammo_small\ammo_small
0x0000115B,objects\weapons\rifle\assault_rifle\projectiles\assault_rifle_bullet
0x00001266,objects\powerups\rocket_launcher_ammo\rocket_launcher_ammo
0x00001360,objects\weapons\rifle\battle_rifle\projectiles\battle_rifle_bullet
0x000013C3,objects\weapons\rifle\covenant_carbine\projectiles\carbine_slug\carbine_slug
0x00001436,objects\weapons\rifle\dmr\projectiles\dmr_bullet
0x00001493,objects\weapons\rifle\plasma_rifle\projectiles\plasma_rifle_bolt
0x00001502,objects\powerups\shotgun_ammo\shotgun_ammo
0x00001503,objects\weapons\rifle\shotgun\projectiles\shotgun_bullet
0x00001554,objects\weapons\rifle\smg\projectiles\smg_bullet
0x000015A2,objects\powerups\sniper_rifle_ammo\sniper_rifle_ammo
0x000015A3,objects\weapons\rifle\sniper_rifle\projectiles\sniper_bullet
