0x00000000,global_tags
0x0000015B,sound\materials\tough\terrain_underbrush\underbrush_looping\underbrush_looping
0x0000015C,sound\materials\tough\organic_wood\wood_looping\wood_looping
0x0000015D,sound\materials\tough\terrain_carpet\carpet_hit_med
0x0000015E,globals\glass_thick
0x0000015F,fx\material_effects\materials\tough\inorganic_rubber_hum_tire_mongoose
0x00000160,sound\materials\hard\metal_solid\metal_solid_small
0x00000161,sound\materials\hard\metal_solid\metal_solid_med
0x00000162,sound\materials\hard\metal_thin\metal_thin_fence
0x00000163,fx\material_effects\materials\hard\hard_metal_thick_cov_chopper_wheel
0x00000164,sound\materials\hard\metal_thin\metal_thin_hum_railing
0x00000165,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_med
0x00000166,sound\materials\hard\metal_thick\metal_thick_hum_hollow_tank_large
0x00000167,sound\materials\hard\metal_thick\metal_thick_hum_hollow_med_looping\metal_thick_hum_hollow_med_looping
0x00000168,fx\material_effects\materials\hard\metal_thick_hum_hollow_med
0x00000169,sound\materials\hard\metal_thin\metal_thin_gas_can
0x0000016A,fx\material_effects\objects\havok\blitzcan
0x0000016B,sound\materials\hard\metal_thin\hum_object_rattly_small
0x0000016C,sound\materials\hard\metal_thin\hum_object_rattly_med
0x0000016D,sound\materials\hard\metal_thin\metal_thin_rattly_looping\metal_thin_rattly_looping
0x0000016E,fx\material_effects\materials\hard\metal_thin_hum_obj_rattly
0x0000016F,sound\weapons\flag\flag_drop
0x00000170,sound\weapons\flag\melee_flag
0x00000171,fx\material_effects\objects\weapons\flag
0x00000172,fx\material_effects\materials\hard\metal_thick_hum_hollow_huge
0x00000173,sound\materials\soft\cardboard\cardboard_hits_small_actee
0x00000174,sound\materials\soft\cardboard\cardboard_hits_med_actee
0x00000175,sound\materials\soft\cardboard\cardboard_smooth_looping\cardboard_smooth_looping
0x00000176,fx\material_effects\materials\soft\soft_inorganic_cardboard
0x00000177,sound\materials\havok\hubcap_hit
0x00000178,sound\materials\havok\hubcap_looping\hubcap_looping
0x00000179,fx\material_effects\objects\havok\hubcap
0x0000017A,sound\materials\submerged_default_material\submerged_thud_small
0x0000017B,sound\materials\submerged_default_material\submerged_thud_large
0x0000017C,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small
0x0000017D,sound\materials\tough\terrain_floodflesh\floodflesh_hits_med
0x0000017E,sound\materials\tough\terrain_floodflesh\floodflesh_looping\floodflesh_looping
0x0000017F,sound\materials\tough\terrain_floodflesh\floodflesh_hit_small_wet
0x00000180,sound\materials\tough\terrain_floodflesh\floodflesh_hits_wet_med
0x00000181,sound\materials\tough\terrain_floodflesh\floodflesh_wet_looping\floodflesh_wet_looping
0x00000182,sound\materials\tough\terrain_floodflesh\floodflesh_hit_dry_small
0x00000183,sound\materials\tough\terrain_floodflesh\floodflesh_dry_med
0x00000184,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_hit
0x00000185,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_looping\soft_organic_plant_bushy_dyn_looping
0x00000186,sound\materials\soft\soft_organic_plant_bushy_dynamic\soft_organic_plant_bushy_dyn_hits\plant_bushy_dyn_melee
0x00000187,fx\material_effects\materials\soft\soft_organic_plant_bushy_dynamic
0x00000188,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic_hits
0x00000189,fx\material_effects\materials\soft\soft_organic_plant_leafy_dynamic
0x0000018A,sound\materials\tough\tough_organic_wood_sapling_dynamic\tough_organic_wood_sapling_dyn_hits
0x0000018B,fx\material_effects\materials\tough\tough_organic_wood_sapling_dynamic
0x0000018C,sound\materials\tough\tough_organic_wood_tree_dynamic\tough_organic_wood_tree_dynamic_hits
0x0000018D,sound\materials\tough\tough_organic_wood_tree_dynamic\organic_wood_tree_dyn_looping\organic_wood_tree_dyn_looping
0x0000018E,fx\material_effects\materials\tough\tough_organic_wood_tree_dynamic
0x0000018F,sound\materials\gear\soccer_ball\soccerball_hits
0x00000190,sound\materials\gear\soccer_ball\tire_rolling_soccer_ball\tire_rolling_soccer_ball
0x00000191,fx\material_effects\objects\havok\soccer_ball
0x00000192,sound\materials\energy\cortana_melee
0x00000193,multiplayer\multiplayer_globals
0x00000194,multiplayer\survival_mode_globals
0x00000195,objects\cinematics\cinematic_anchor\cinematic_anchor
0x00000196,globals\rasterizer_globals
0x00000197,globals\default
0x00000198,globals\podium_globals
0x00000199,globals\default_wind
0x0000019A,globals\collision_damage\collision
0x0000019B,globals\collision_damage\default
0x0000019C,globals\effect_globals
0x0000019D,globals\game_progression
0x0000019E,globals\global_achievements
0x0000019F,globals\input_globals
0x000005D4,objects\weapons\grenade\firebomb_grenade\projectiles\primary_impact
0x00000604,ui\ui_shared_globals
0x00000612,hf2p\texture_render_list
0x00000616,ui\halox\scoreboard\dead_player_ui
0x0000066E,ui\global_strings\global_strings
0x0000066F,ui\global_strings\halo_online
0x00000670,ui\default_sounds
0x0000067F,sound\game_sfx\multiplayer\player_respawn
0x00000733,hf2p\ui\lights\armor_01
0x00000734,hf2p\ui\lights\equipment_01
0x00000735,hf2p\ui\lights\primary_weapon_01
0x00000736,hf2p\ui\lights\secondary_weapon_01
0x00000737,hf2p\ui\lights\armor_02
0x00000738,hf2p\ui\lights\equipment_02
0x00000739,hf2p\ui\lights\primary_weapon_02
0x0000073A,hf2p\ui\lights\secondary_weapon_02
0x0000073B,hf2p\ui\binks\preview_invisibility
0x0000073C,hf2p\ui\binks\preview_bubbleshield
0x0000073D,hf2p\ui\binks\preview_powerdrain
0x0000073E,hf2p\ui\binks\preview_jammer
0x0000073F,hf2p\ui\binks\preview_placeholder
0x00000740,hf2p\ui\binks\preview_tripmine
0x00000741,hf2p\ui\binks\preview_bombrun
0x00000742,hf2p\ui\binks\preview_vision
0x00000743,hf2p\ui\binks\preview_regenerator
0x00000744,hf2p\ui\binks\preview_instantcover
0x00000745,hf2p\ui\binks\preview_concussive_blast
0x00000746,hf2p\ui\binks\preview_hologram
0x00000747,hf2p\ui\binks\preview_adrenaline
0x00000748,objects\characters\masterchief\mp_masterchief\mp_masterchief_manikin
0x00000749,objects\characters\elite\mp_elite\mp_elite_manikin
0x0000074D,objects\weapons\rifle\assault_rifle\assault_rifle
0x0000074E,objects\weapons\rifle\assault_rifle\assault_rifle_v1\assault_rifle_v1
0x0000074F,objects\weapons\rifle\assault_rifle\assault_rifle_v2\assault_rifle_v2
0x00000750,objects\weapons\rifle\assault_rifle\assault_rifle_v3\assault_rifle_v3
0x00000751,objects\weapons\rifle\assault_rifle\assault_rifle_v4\assault_rifle_v4
0x00000752,objects\weapons\rifle\assault_rifle\assault_rifle_v5\assault_rifle_v5
0x00000753,objects\weapons\rifle\assault_rifle\assault_rifle_v6\assault_rifle_v6
0x00000754,objects\weapons\rifle\battle_rifle\battle_rifle
0x00000755,objects\weapons\rifle\battle_rifle\battle_rifle_v1\battle_rifle_v1
0x00000756,objects\weapons\rifle\battle_rifle\battle_rifle_v2\battle_rifle_v2
0x00000757,objects\weapons\rifle\battle_rifle\battle_rifle_v3\battle_rifle_v3
0x00000758,objects\weapons\rifle\battle_rifle\battle_rifle_v4\battle_rifle_v4
0x00000759,objects\weapons\rifle\battle_rifle\battle_rifle_v5\battle_rifle_v5
0x0000075A,objects\weapons\rifle\battle_rifle\battle_rifle_v6\battle_rifle_v6
0x0000075B,objects\weapons\rifle\dmr\dmr
0x0000075C,objects\weapons\rifle\dmr\dmr_v1\dmr_v1
0x0000075D,objects\weapons\rifle\dmr\dmr_v2\dmr_v2
0x0000075E,objects\weapons\rifle\dmr\dmr_v3\dmr_v3
0x0000075F,objects\weapons\rifle\dmr\dmr_v4\dmr_v4
0x00000760,objects\weapons\rifle\dmr\dmr_v5\dmr_v5
0x00000761,objects\weapons\rifle\dmr\dmr_v6\dmr_v6
0x00000762,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x00000763,objects\weapons\rifle\covenant_carbine\covenant_carbine_v1\covenant_carbine_v1
0x00000764,objects\weapons\rifle\covenant_carbine\covenant_carbine_v2\covenant_carbine_v2
0x00000765,objects\weapons\rifle\covenant_carbine\covenant_carbine_v3\covenant_carbine_v3
0x00000766,objects\weapons\rifle\covenant_carbine\covenant_carbine_v4\covenant_carbine_v4
0x00000767,objects\weapons\rifle\covenant_carbine\covenant_carbine_v5\covenant_carbine_v5
0x00000768,objects\weapons\rifle\covenant_carbine\covenant_carbine_v6\covenant_carbine_v6
0x00000769,objects\weapons\rifle\smg\smg
0x0000076A,objects\weapons\rifle\smg\smg_v1\smg_v1
0x0000076B,objects\weapons\rifle\smg\smg_v2\smg_v2
0x0000076C,objects\weapons\rifle\smg\smg_v3\smg_v3
0x0000076D,objects\weapons\rifle\smg\smg_v4\smg_v4
0x0000076E,objects\weapons\rifle\smg\smg_v5\smg_v5
0x0000076F,objects\weapons\rifle\smg\smg_v6\smg_v6
0x00000770,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x00000771,objects\weapons\rifle\plasma_rifle\plasma_rifle_v1\plasma_rifle_v1
0x00000772,objects\weapons\rifle\plasma_rifle\plasma_rifle_v2\plasma_rifle_v2
0x00000773,objects\weapons\rifle\plasma_rifle\plasma_rifle_v3\plasma_rifle_v3
0x00000774,objects\weapons\rifle\plasma_rifle\plasma_rifle_v4\plasma_rifle_v4
0x00000775,objects\weapons\rifle\plasma_rifle\plasma_rifle_v5\plasma_rifle_v5
0x00000776,objects\weapons\rifle\plasma_rifle\plasma_rifle_v6\plasma_rifle_v6
0x00000777,objects\weapons\pistol\magnum\magnum
0x00000778,objects\weapons\pistol\magnum\magnum_v1\magnum_v1
0x00000779,objects\weapons\pistol\magnum\magnum_v2\magnum_v2
0x0000077A,objects\weapons\pistol\magnum\magnum_v3\magnum_v3
0x0000077B,objects\weapons\pistol\excavator\excavator
0x0000077C,objects\weapons\pistol\excavator\excavator_v1\excavator_v1
0x0000077D,objects\weapons\pistol\excavator\excavator_v2\excavator_v2
0x0000077E,objects\weapons\pistol\excavator\excavator_v3\excavator_v3
0x0000077F,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x00000780,objects\weapons\pistol\plasma_pistol\plasma_pistol_v1\plasma_pistol_v1
0x00000781,objects\weapons\pistol\plasma_pistol\plasma_pistol_v2\plasma_pistol_v2
0x00000782,objects\weapons\pistol\plasma_pistol\plasma_pistol_v3\plasma_pistol_v3
0x00000783,objects\weapons\grenade\frag_grenade\frag_grenade
0x00000784,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x00000785,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x00000786,objects\weapons\grenade\firebomb_grenade\firebomb_grenade
0x00000787,objects\weapons\rifle\battle_rifle\battle_rifle_v7\battle_rifle_v7
0x0000078B,sound\game_sfx\armor_sounds\armor_sounds
0x00000790,objects\equipment\hologram\bipeds\masterchief_hologram
0x00000E20,objects\characters\masterchief\masterchief_podium
0x00000E22,objects\characters\elite\mp_elite\mp_elite_podium
0x00000F66,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x00000F67,objects\weapons\pistol\needler\needler
0x00000F68,objects\weapons\support_high\flak_cannon\flak_cannon
0x00000F6A,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00000F6D,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x00000F6E,objects\weapons\support_low\brute_shot\brute_shot
0x00000F6F,objects\weapons\rifle\spike_rifle\spike_rifle
0x00000F73,objects\weapons\pistol\excavator\excavator
0x00000F78,objects\weapons\rifle\beam_rifle\beam_rifle
0x00000F7B,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000F7D,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00000F85,objects\vehicles\shade\shade
0x00000F86,objects\vehicles\ghost\ghost
0x00000F87,objects\vehicles\brute_chopper\brute_chopper
0x00000F88,objects\vehicles\wraith\wraith
0x00000F89,objects\vehicles\banshee\banshee
0x00000F8D,objects\weapons\rifle\assault_rifle\assault_rifle
0x00000F8E,objects\vehicles\warthog\warthog
0x00000F94,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x00000F9D,multiplayer\random_player_names
0x00000F9E,multiplayer\team_names
0x00000F9F,objects\characters\masterchief\mp_masterchief\armor\air_assault
0x00000FA0,objects\characters\masterchief\mp_masterchief\armor\nihard
0x00000FA1,objects\characters\masterchief\mp_masterchief\armor\gladiator
0x00000FA2,objects\characters\masterchief\mp_masterchief\armor\mac
0x00000FA3,objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00000FA4,objects\characters\masterchief\mp_masterchief\armor\dutch
0x00000FA5,objects\characters\masterchief\mp_masterchief\armor\chameleon
0x00000FA6,objects\characters\masterchief\mp_masterchief\armor\halberd
0x00000FA7,objects\characters\masterchief\mp_masterchief\armor\cyclops
0x00000FA8,objects\characters\masterchief\mp_masterchief\armor\scanner
0x00000FA9,objects\characters\masterchief\mp_masterchief\armor\hoplite
0x00000FAA,objects\characters\masterchief\mp_masterchief\armor\ballista
0x00000FAB,objects\characters\masterchief\mp_masterchief\armor\strider
0x00000FAC,objects\characters\masterchief\mp_masterchief\armor\demo
0x00000FAD,objects\characters\masterchief\mp_masterchief\armor\orbital
0x00000FAE,objects\characters\masterchief\mp_masterchief\armor\spectrum
0x00000FAF,objects\characters\masterchief\mp_masterchief\armor\gungnir
0x00000FB0,objects\characters\masterchief\mp_masterchief\armor\hammerhead
0x00000FB1,objects\characters\masterchief\mp_masterchief\armor\oracle
0x00000FB2,objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x00000FB3,objects\characters\masterchief\mp_masterchief\fp_armor\orbital
0x00000FB4,objects\characters\masterchief\mp_masterchief\fp_armor\nihard
0x00000FB5,objects\characters\masterchief\mp_masterchief\fp_armor\gladiator
0x00000FB6,objects\characters\masterchief\mp_masterchief\fp_armor\mac
0x00000FB7,objects\characters\masterchief\mp_masterchief\fp_armor\juggernaut
0x00000FB8,objects\characters\masterchief\mp_masterchief\fp_armor\dutch
0x00000FB9,objects\characters\masterchief\mp_masterchief\fp_armor\chameleon
0x00000FBA,objects\characters\masterchief\mp_masterchief\fp_armor\scanner
0x00000FBB,objects\characters\masterchief\mp_masterchief\fp_armor\hoplite
0x00000FBC,objects\characters\masterchief\mp_masterchief\fp_armor\ballista
0x00000FBD,objects\characters\masterchief\mp_masterchief\fp_armor\strider
0x00000FBE,objects\characters\masterchief\mp_masterchief\fp_armor\demo
0x00000FBF,objects\characters\masterchief\mp_masterchief\fp_armor\spectrum
0x00000FC0,objects\characters\masterchief\mp_masterchief\fp_armor\gungnir
0x00000FC1,objects\characters\masterchief\mp_masterchief\fp_armor\oracle
0x00000FC2,objects\characters\masterchief\mp_masterchief\fp_armor\widow_maker
0x00000FC4,objects\characters\elite\mp_elite\armor\base
0x00000FC5,objects\characters\elite\mp_elite\armor\cutlass
0x00000FC6,objects\characters\elite\mp_elite\armor\cordylus
0x00000FC7,objects\characters\elite\mp_elite\armor\saiphos
0x00000FC8,objects\characters\elite\mp_elite\armor\istirus
0x00000FC9,objects\characters\elite\mp_elite\armor\platyrhi
0x00000FCA,objects\characters\elite\mp_elite\armor\chalaro
0x00000FCB,objects\characters\elite\mp_elite\armor\calidarum
0x00000FCC,objects\characters\elite\mp_elite\armor\uromastix
0x00000FCD,objects\characters\elite\mp_elite\armor\tankmode_elite
0x00000FCE,objects\characters\elite\mp_elite\armor\cerronsi
0x00000FD0,objects\equipment\jammer_equipment\jammer_equipment
0x00000FD1,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x00000FD2,objects\equipment\invisibility_equipment\invisibility_equipment
0x00000FD3,objects\equipment\invisibility_vehicle_equipment\invisibility_vehicle_equipment
0x00000FD4,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x00000FD5,objects\equipment\superflare_equipment\superflare_equipment
0x00000FD6,objects\equipment\regenerator_equipment\regenerator_equipment
0x00000FD7,objects\equipment\tripmine_equipment\tripmine_equipment
0x00000FD8,objects\equipment\autoturret_equipment\autoturret_equipment
0x00000FD9,objects\equipment\instantcover_equipment\instantcover_equipment_mp
0x00000FDA,objects\equipment\forcedreload_equipment\forcedreload_equipment
0x00000FDB,objects\equipment\concussiveblast_equipment\concussiveblast_equipment
0x00000FDC,objects\equipment\tankmode_equipment\tankmode_equipment
0x00000FDD,objects\equipment\magpulse_equipment\magpulse_equipment
0x00000FDE,objects\equipment\hologram_equipment\hologram_equipment
0x00000FDF,objects\equipment\reactive_armor_equipment\reactive_armor_equipment
0x00000FE0,objects\equipment\bombrun_equipment\bombrun_equipment
0x00000FE1,objects\equipment\armorlock_equipment\armorlock_equipment
0x00000FE2,objects\equipment\adrenaline_equipment\adrenaline_equipment
0x00000FE3,objects\equipment\lightningstrike_equipment\lightningstrike_equipment
0x00000FE4,objects\equipment\scrambler_equipment\scrambler_equipment
0x00000FE5,objects\equipment\weapon_jammer_equipment\weapon_jammer_equipment
0x00000FE6,objects\equipment\ammopack_equipment\ammopack_equipment
0x00000FE7,objects\equipment\vision_equipment\vision_equipment
0x00000FE8,objects\equipment\bubbleshield_equipment\bubbleshield_equipment_tutorial
0x00000FE9,objects\equipment\vision_equipment\vision_equipment_tutorial
